render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
1741251,render_nome_produtor,1,render,48234,barolo riserva monprivato ca dmorissio,mascarello giuseppe e figlio,,tinto,0.8778,0.2167,2
1741251,render_nome_produtor,2,render,112452,barolo monprivato,mascarello giuseppe e figlio,,tinto,0.6611,0.2167,2
1741251,render_nome_produtor,3,render,48236,barolo santo stefano di perno,mascarello giuseppe e figlio,,tinto,0.5889,0.2167,2
1741251,render_nome,1,render,48234,barolo riserva monprivato ca dmorissio,mascarello giuseppe e figlio,,tinto,0.8778,0.2167,2
1741251,render_nome,2,render,112452,barolo monprivato,mascarello giuseppe e figlio,,tinto,0.6611,0.2167,2
1741251,render_nome,3,render,786347,riserva classico barolo,mascarello michele,,tinto,0.3833,0.2167,2
1741251,render_produtor,1,render,48234,barolo riserva monprivato ca dmorissio,mascarello giuseppe e figlio,,tinto,0.8778,0.2167,2
1741251,render_produtor,2,render,112452,barolo monprivato,mascarello giuseppe e figlio,,tinto,0.6611,0.2167,2
1741251,render_produtor,3,render,48236,barolo santo stefano di perno,mascarello giuseppe e figlio,,tinto,0.5889,0.2167,2
1741251,import_produtor,1,import,3273107,Barolo,Luigi Mascarello & Figlio,,Tinto,0.45,0.45,2
1741252,render_nome_produtor,1,render,1005079,chateau belair saintemilion grand cru premier grand cru classe,jean duboischallon,,tinto,0.5687,0.0812,2
1741252,render_nome_produtor,2,render,5640,saintemilion grand cru premier grand cru classe,chateau angelus,2012,tinto,0.4875,0.0812,2
1741252,render_nome_produtor,3,render,9211,saintemilion grand cru premier grand cru classe,chateau figeac,2015,tinto,0.4875,0.0812,2
1741252,render_nome,1,render,1005079,chateau belair saintemilion grand cru premier grand cru classe,jean duboischallon,,tinto,0.5687,0.0812,2
1741252,render_nome,2,render,5640,saintemilion grand cru premier grand cru classe,chateau angelus,2012,tinto,0.4875,0.0812,2
1741252,render_nome,3,render,9211,saintemilion grand cru premier grand cru classe,chateau figeac,2015,tinto,0.4875,0.0812,2
1741252,render_produtor,1,render,346801,saintemilion grand cru cuvee jean denamiel,chateau mont belair,,tinto,0.4062,0.0,2
1741252,render_produtor,2,render,1223016,saintemilion grand cru,chateau mont belair,,tinto,0.4062,0.0,2
1741252,render_produtor,3,render,18553,cuvee jean gabriel lussac saintemilion,chateau belair,,tinto,0.2438,0.0,2
1741254,render_nome_produtor,1,render,62980,saintjulien grand cru classe,chateau branaireducru,2007,tinto,0.4643,0.0929,2
1741254,render_nome_produtor,2,render,12087,saintjulien grand cru classe,chateau leoville barton,1986,tinto,0.3714,0.0929,2
1741254,render_nome_produtor,3,render,12503,saintjulien grand cru classe,chateau beychevelle,2020,tinto,0.3714,0.0929,2
1741254,render_nome,1,render,62980,saintjulien grand cru classe,chateau branaireducru,2007,tinto,0.4643,0.0929,2
1741254,render_nome,2,render,12087,saintjulien grand cru classe,chateau leoville barton,1986,tinto,0.3714,0.0929,2
1741254,render_nome,3,render,12503,saintjulien grand cru classe,chateau beychevelle,2020,tinto,0.3714,0.0929,2
1741254,render_produtor,1,render,62980,saintjulien grand cru classe,chateau branaireducru,2007,tinto,0.4643,0.1857,2
1741254,render_produtor,2,render,71797,duluc de branaireducru saintjulien chateau duluc,chateau branaireducru,2016,tinto,0.2786,0.1857,2
1741254,render_produtor,3,render,118035,barsac grand cru classe,chateau nairac,,Sobremesa,0.2786,0.1857,2
