render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
1741502,render_nome_produtor,1,render,64977,la guiraude crozeshermitage,alain graillot,,tinto,0.52,0.13,3
1741502,render_nome_produtor,2,render,49069,crozeshermitage blanc,alain graillot,,branco,0.39,0.13,3
1741502,render_nome_produtor,3,render,226412,crozeshermitage rouge,alain graillot,,tinto,0.39,0.13,3
1741502,render_nome,1,render,64977,la guiraude crozeshermitage,alain graillot,,tinto,0.52,0.13,3
1741502,render_nome,2,render,387455,alain graillot crozeshermitage,taillevent,,tinto,0.39,0.13,3
1741502,render_nome,3,render,172247,crozeshermitage,domaine des lises maxime graillot,,tinto,0.26,0.13,3
1741502,render_produtor,1,render,64977,la guiraude crozeshermitage,alain graillot,,tinto,0.52,0.13,3
1741502,render_produtor,2,render,49069,crozeshermitage blanc,alain graillot,,branco,0.39,0.13,3
1741502,render_produtor,3,render,226412,crozeshermitage rouge,alain graillot,,tinto,0.39,0.13,3
1741503,render_nome_produtor,1,render,250175,cornas,domaine alain verset,,tinto,0.4875,0.0,3
1741503,render_nome_produtor,2,render,1557650,signature verset cornas,domaine alain verset,,Tinto,0.4875,0.0,3
1741503,render_nome_produtor,3,render,18599,cornas les chailles,alain voge,,tinto,0.325,0.0,3
1741503,render_nome,1,render,250175,cornas,domaine alain verset,,tinto,0.4875,0.0,3
1741503,render_nome,2,render,1557650,signature verset cornas,domaine alain verset,,Tinto,0.4875,0.0,3
1741503,render_nome,3,render,309259,cornas,alain voge,,tinto,0.325,0.0,3
1741503,render_produtor,1,render,250175,cornas,domaine alain verset,,tinto,0.4875,0.0,3
1741503,render_produtor,2,render,1557650,signature verset cornas,domaine alain verset,,Tinto,0.4875,0.0,3
1741503,render_produtor,3,render,1089671,viognier,domaine alain verset,,branco,0.325,0.0,3
1741504,render_nome_produtor,1,render,972563,sauternes,pierre chanau,,Sobremesa,0.425,0.0625,3
1741504,render_nome_produtor,2,render,182410,sancerre,pierre chanau,,branco,0.3625,0.0625,3
1741504,render_nome_produtor,3,render,524228,saintveran,pierre chanau,,branco,0.3625,0.0625,3
1741504,render_nome,1,render,50425,chateau la riviere sauternes,vignobles bernard reglat,,Sobremesa,0.1625,0.0,3
1741504,render_nome,2,render,60927,chateau pineau du rey sauternes,chateau filhot,,Sobremesa,0.1625,0.0,3
1741504,render_nome,3,render,71386,sauternes,chateau andoyse du hayot,,Sobremesa,0.1625,0.0,3
1741504,render_produtor,1,render,972563,sauternes,pierre chanau,,Sobremesa,0.425,0.0625,3
1741504,render_produtor,2,render,39332,maconvillages,pierre chanau,,branco,0.3625,0.0625,3
1741504,render_produtor,3,render,116452,entredeuxmers,pierre chanau,,branco,0.3625,0.0625,3
1741504,import_nome,1,import,1587680,Château Gallien Sauternes,Château Dudon,,Sobremesa,0.1625,0.0,3
