render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
1741752,render_nome_produtor,1,render,1211696,domaine robert arnoux echezeaux grand cru,pascal lachaux,,tinto,0.5571,0.0928,4
1741752,render_nome_produtor,2,render,845000,domaine robert arnoux romaneesaintvivant grand cru,pascal lachaux,,tinto,0.4643,0.0928,4
1741752,render_nome_produtor,3,render,870906,domaine robert arnoux clos de vougeot grand cru,pascal lachaux,,tinto,0.4643,0.0928,4
1741752,render_nome,1,render,1211696,domaine robert arnoux echezeaux grand cru,pascal lachaux,,tinto,0.5571,0.0928,4
1741752,render_nome,2,render,845000,domaine robert arnoux romaneesaintvivant grand cru,pascal lachaux,,tinto,0.4643,0.0928,4
1741752,render_nome,3,render,870906,domaine robert arnoux clos de vougeot grand cru,pascal lachaux,,tinto,0.4643,0.0928,4
1741752,render_produtor,1,render,79465,echezeaux grand cru les rouges,domaine arnouxlachaux,,tinto,0.3714,0.0,4
1741752,render_produtor,2,render,1649291,ollwiller riesling alsace grand cru,domaine robert roth,,Branco,0.3714,0.0,4
1741752,render_produtor,3,render,54419,romaneesaintvivant grand cru,domaine arnouxlachaux,,tinto,0.2786,0.0,4
1741753,render_nome_produtor,1,render,37697,les cailles nuitssaintgeorges 1er cru,domaine robert chevillon,,tinto,0.5056,0.0723,4
1741753,render_nome_produtor,2,render,37426,les chaignots nuitssaintgeorges 1er cru,domaine robert chevillon,,tinto,0.4333,0.0723,4
1741753,render_nome_produtor,3,render,37698,les roncieres nuitssaintgeorges 1er cru,domaine robert chevillon,,tinto,0.4333,0.0723,4
1741753,render_nome,1,render,1587266,nuitssaintgeorges premier cru les cailles,domaine henri gouges,,Tinto,0.4333,0.0722,4
1741753,render_nome,2,render,15203,nuitssaintgeorges premier cru les cailles,bouchard pere fils,,tinto,0.3611,0.0722,4
1741753,render_nome,3,render,98987,les saints georges nuitssaintgeorges premier cru,domaine vincent,,tinto,0.3611,0.0722,4
1741753,render_produtor,1,render,37697,les cailles nuitssaintgeorges 1er cru,domaine robert chevillon,,tinto,0.5056,0.0723,4
1741753,render_produtor,2,render,37426,les chaignots nuitssaintgeorges 1er cru,domaine robert chevillon,,tinto,0.4333,0.0723,4
1741753,render_produtor,3,render,37698,les roncieres nuitssaintgeorges 1er cru,domaine robert chevillon,,tinto,0.4333,0.0723,4
