S|??|chen niang moutai|cn|??|??|??|??|??|53|??|??|??|??
X
X
X
X
X
X
X
X
X
W|chenade|lalandedepomerol|fr|r|merlot, cabernet franc|bordeaux|pomerol|2019|13.5|AOC|medio|carne vermelha, queijo|seco
W|chenade|lalandedepomerol|fr|r|merlot, cabernet franc|bordeaux|pomerol|2021|13.5|AOC|medio|carne vermelha, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|philippe pacalet|chenas|fr|r|gamay|beaujolais|??|2017|13|AOC|medio|carne vermelha, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|2019|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|2019|13|AOC|leve|frango, queijo|seco
W|pferraud fils|le bougnal chenas|fr|r|gamay|beaujolais|??|2019|13|AOC|medio|carne vermelha, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|2020|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|2023|13|AOC|leve|frango, queijo|seco
W|??|chenas|fr|r|gamay|beaujolais|??|2023|13|AOC|leve|frango, queijo|seco
W|??|chenas rouge|fr|r|gamay|beaujolais|??|2023|13|AOC|leve|frango, queijo|seco
W|anthony thevenet|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|la carriere chenas|fr|r|gamay|beaujolais|??|2016|13|AOC|medio|carne vermelha, queijo|seco
W|??|chenas beaujolais|fr|r|gamay|beaujolais|??|1966|13|AOC|medio|carne vermelha, queijo|seco
W|domaine thillardon|blemont chenas|fr|r|gamay|beaujolais|??|2016|13|AOC|medio|carne vermelha, queijo|seco
W|domaine thillardon|blemonts chenas|fr|r|gamay|beaujolais|??|2022|13|AOC|medio|carne vermelha, queijo|seco
W|domaine thillardon|chassignol chenas|fr|r|gamay|beaujolais|??|2014|13|AOC|medio|carne vermelha, queijo|seco
W|domaine thillardon|chassignol chenas|fr|r|gamay|beaujolais|??|2015|13|AOC|medio|carne vermelha, queijo|seco
W|domaine thillardon|chassignol chenas|fr|r|gamay|beaujolais|??|2016|13|AOC|medio|carne vermelha, queijo|seco
W|??|chassignol chenas|fr|r|gamay|beaujolais|??|2020|13|AOC|leve|frango, queijo|seco
W|domaine thillardon|chassignol chenas|fr|r|gamay|beaujolais|??|2020|13|AOC|medio|carne vermelha, queijo|seco
W|??|chassignol chenas|fr|r|gamay|beaujolais|??|2022|13|AOC|leve|frango, queijo|seco
W|domaine thillardon|chassignol chenas|fr|r|gamay|beaujolais|??|2022|13|AOC|medio|carne vermelha, queijo|seco
W|domaine thillardon|chassignol chenas|fr|r|gamay|beaujolais|??|2022|13|AOC|medio|carne vermelha, queijo|seco
W|domaine thillardon|chassignol chenas|fr|r|gamay|beaujolais|??|??|13|AOC|medio|carne vermelha, queijo|seco
W|??|chenapan chenas|fr|r|gamay|beaujolais|??|2021|13|AOC|leve|frango, queijo|seco
W|domaine benon|chenas|fr|r|gamay|beaujolais|??|2023|13|AOC|leve|frango, queijo|seco
W|domaine cotes de remont|chenas|fr|r|gamay|beaujolais|??|2020|13|AOC|leve|frango, queijo|seco
W|domaine de la tradition|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|georges duboeuf|chenas|fr|r|gamay|beaujolais|??|2022|13|AOC|leve|frango, queijo|seco
W|georges duboeuf|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|georges duboeuf|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|domaine guillot gonin|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|jean philippe guillot gonin|chenas|fr|r|gamay|beaujolais|??|2023|13|AOC|leve|frango, queijo|seco
W|domaine matray|chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|dominique piron|quartz chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|en papolet chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
W|??|en papolet chenas|fr|r|gamay|beaujolais|??|??|13|AOC|leve|frango, queijo|seco
