W|bquinta|do pinto arinto 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta|do gradil viosinho 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta|do gradil colheita tardia 0375|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta|do carmo reserva 075|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bquinta de santana riesling 1|1|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|bquinta de santana riesling 075|2024|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|bquinta de santana riesling 075|2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|bquinta de santana biologico 075|2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta de santana arinto 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta de santana alvarinho forte|do picoto 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta de carvalhicos encruzado 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta da pedra escrita verdelho bio 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta da pedra escrita biologico 1|1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta da pedra escrita bio 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta da gaivosa|2024 075|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta da fonte souto 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta da boa esperanca sauvignon blanc 075|075|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bquinta da boa esperanca|075|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bquinta da boa esperanca fernao pires 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
