W|branco|quinta do boicao grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do ameal reserva vinhos verdes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do ameal loureiro vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de ventozelo viosinho 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de ventozelo 2016 douro|pt|w|??|douro|??|2016|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de soalheiro reserva 2023 vinhos verdes|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta de soalheiro reserva 2023 moncao|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta de sao simao da aguieira encruzado 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de santiago vinha do pardal 2022 moncao e melgaco|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de santiago vinha do pardal 2020 moncao e melgaco|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de santiago reserva vinhos verdes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta de santiago reserva alvarinho 2021 vinhos verdes|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta de santiago mira do o sou 2021 vinhos verdes|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de santiago alvarinholoureiro 2021 moncao e melgaco|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de santiago alvarinho vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de santiago alvarinho 2021 vinhos verdes|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de santa teresa essencia 2020 regional minho|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta de santa teresa esculpido vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
