1. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
2. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
3. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
4. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
5. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
6. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
7. W|fantini|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
8. W|cirelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
9. W|cirelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
10. W|cirelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
11. W|cirelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
12. W|cirelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
13. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
14. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2024|13.5|doc|medio|carne vermelha, massas, queijo|seco
15. W|tenuta pesolillo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
16. W|linea febe|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
17. W|la tessa spinelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
18. W|frentano|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
19. W|fattoria la valentina|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
20. W|fattoria la valentina|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
21. W|fattoria la valentina|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
22. W|fattoria la valentina|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
23. W|fattoria la valentina|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
24. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
25. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2023|13.5|doc|medio|carne vermelha, massas, queijo|seco
26. W|triple a|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
27. W|torre dei beati|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
28. W|torre dei beati|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
29. W|torre dei beati|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
30. W|torre dei beati|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
31. W|torre dei beati|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
32. W|terraviva|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
33. W|terraviva|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
34. W|terraviva|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
35. W|tenuta de sterlich|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
36. W|tenuta antonini|075 montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
37. W|santone|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
38. W|la tessa spinelli|riserva montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|14|doc|encorpado|carne vermelha, massas, queijo|seco
39. W|pasetti|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
40. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
41. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
42. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
43. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
44. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
45. W|masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
46. W|lidia amato|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
47. W|emidio pepe|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
48. W|emidio pepe|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
49. W|emidio pepe|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
50. W|emidio pepe|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
51. W|montepulciano dabruzzo|montepulciano dabruzzo bio|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
52. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
53. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
54. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
55. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
56. W|montepulciano dabruzzo|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2022|13.5|doc|medio|carne vermelha, massas, queijo|seco
57. W|villa medoro|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2021|13.5|doc|medio|carne vermelha, massas, queijo|seco
58. W|triple a|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2021|13.5|doc|medio|carne vermelha, massas, queijo|seco
59. W|montepulciano dabruzzo|montepulciano dabruzzo organico|it|r|montepulciano|abruzzo|??|2021|13.5|doc|medio|carne vermelha, massas, queijo|seco
60. W|jasci marchesani|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2021|13.5|doc|medio|carne vermelha, massas, queijo|seco
61. W|gianni masciarelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2021|13.5|doc|medio|carne vermelha, massas, queijo|seco
62. W|francesco cirelli|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2021|13.5|doc|medio|carne vermelha, massas, queijo|seco
63. W|emidio pepe|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2021|13.5|doc|medio|carne vermelha, massas, queijo|seco
64. W|costa del mulino|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2021|13.5|doc|medio|carne vermelha, massas, queijo|seco
65. W|guardiani farchione|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2020|13.5|doc|medio|carne vermelha, massas, queijo|seco
66. W|emidio pepe|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2020|13.5|doc|medio|carne vermelha, massas, queijo|seco
67. W|emidio pepe|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2020|13.5|doc|medio|carne vermelha, massas, queijo|seco
68. W|casalfarneto|montepulciano dabruzzo|it|r|montepulciano|abruzzo|??|2020|13.5|doc|medio|carne vermelha, massas, queijo|seco
