source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
2459102,1639107,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7500,0.7500,S2_NO_SOURCE,Bergerie - François Carillon,Bergerie - François,,,la bergerie chardonnay,francois carillon,,Branco,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,,
2486954,872769,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5310,0.5310,S2_NO_SOURCE,Roulot Meusault Clos du Haut Tesson 2017,Roulot Meusault Clos,,,meursault a mon plaisir clos du haut tesson,domaine roulot,,branco,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,,
2494005,1727258,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5381,0.5381,S3_NO_LINEAGE_OR_ORPHAN,Vincey Coteaux Rouge Meunier de Mardeuil 2022,vincey coteaux rouge,2022,tinto,meunier coteaux champenois rouge,domaine vincey,,Tinto,token_index,strong_name_token_overlap>=2,1,1,,,0,1,0.05,,,
2447282,1708954,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6533,0.6533,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Le Clotagnas – La Peyne 2024,Le Clotagnas – La,2024,,la peyne,le clotagnas,,Tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2452557,163962,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5643,0.5643,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Domaine Clos Frantin Echezeaux Grand Cru 2020,Domaine Clos Frantin Echezeaux,2020,,echezeaux grand cru,clos frantin,,tinto,token_index,strong_name_and_producer_overlap,3,2,duplicate|new,,0,1,0.05,,,
2484578,9303,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.8833,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Santa Tresa Grillo Viognier,Santa Tresa Grillo,,branco,rina ianca grillo viognier,santa tresa,,branco,token_index,strong_name_token_overlap>=2,2,2,matched|new,0.5925926,0,1,0.05,,,
2485319,7208,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6208,0.6208,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,San Felice Vigorello 2020,San Felice Vigorello,,,vigorello,san felice,,tinto,token_index|y2_1.000,y2_plus_text_evidence,1,1,matched|new,1.0,0,1,0.05,,,
2485965,461226,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.2167,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Sainte Cecile Viognier,Sainte Cecile,,branco,la symphonie viognier,domaine de sainte cecile,,branco,token_index,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,,,
2490095,1377379,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7500,0.7500,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Robinot Concerto di Venezia,Robinot Concerto,,,lopera des vins concerto di venezia,jeanpierre robinot,,tinto,token_index,strong_name_token_overlap>=2,1,1,matched|new,0.5,0,1,0.05,,,
2491317,1073201,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5917,0.5917,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,"ROMAIN LE BARS, Pousse Cailloux 2024",ROMAIN,,,pousse cailloux,romain le bars vigneron,,tinto,token_index,strong_name_token_overlap>=2,1,1,matched|new,0.667,0,1,0.05,,,
