source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
2047928,3974,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6643,0.6643,S2_NO_SOURCE,DOMAINE LOUIS LATOUR BEAUNE 1ER C VIGNES FRANCHES12,DOMAINE LOUIS LATOUR BEAUNE,,tinto,domaine latour beaune 1er cru,louis latour,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,,
2055748,112303,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7417,0.7417,S2_NO_SOURCE,Domaine Sebastien Magnien Pommard 'Les Perrieres',Domaine Sebastien Magnien Pommard,,tinto,pommard les perrieres,sebastien magnien,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,,
2056770,364131,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6000,0.1083,S2_NO_SOURCE,"Eagle Creek, Zinfandel, California, dry, red,","Eagle Creek, Zinfandel,",,tinto,california zinfandel,red eagle,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,,
2062117,1536598,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5417,0.5417,S2_NO_SOURCE,Espumante Sur Lie Nature Zanotto – + Tubete,,,espumante,espumante nature sur lie,zanotto,,Espumante,token_index,name_and_source_to_canonical_producer,0,0,new,,0,1,0.05,,,
2010309,913501,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5900,0.5900,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Bodegas Cepa 21 Horcajo 2020,Bodegas Cepa 21 Horcajo,2020,tinto,horcajo,cepa 21,,tinto,token_index,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,,,
2010746,322966,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7056,0.7056,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Bodega Cuatro Rayas 'Dama del Lago' Tempranillo Roble 2023,Bodega Cuatro Rayas 'Dama,2023,tinto,dama del lago rueda tempranillo roble,cuatro rayas,,tinto,token_index,strong_name_token_overlap>=2,2,2,new,,0,1,0.05,,,
2012216,341,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5375,0.5375,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Bonterra Cabernet Sauvignon Organic,Bonterra,,,cabernet sauvignon,bonterra,,tinto,y2_1.300,y2_plus_text_evidence,1,1,matched|new,1.3,0,1,0.05,,,
2019406,1356779,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6750,0.2167,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Bottega Zero Rose 0.0%,Bottega Zero,,,zero sparkling life rose,bottega,,espumante,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2040985,82714,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5222,0.5222,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Domaine Henri Bonneau - Châteauneuf-du-Pape Marie Beurrier 2016,Domaine Henri Bonneau -,2016,tinto,chateauneufdupape cuvee marie beurrier,henri bonneau,,tinto,token_index,strong_name_token_overlap>=2,4,4,new,,0,1,0.05,,,
2041101,80949,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Domaine Henri Richard Gevrey Chambertin Aux Corvees 2019,Domaine Henri Richard Gevrey,2019,tinto,gevreychambertin aux corvees,henri richard,,tinto,token_index,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,,,
