source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
2680389,1456099,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5571,0.5571,S2_NO_SOURCE,"Rosé Lorena e Merlot Tão Longe, Tão Perto Growler",,,rose,rose de mesa seco lorena merlot,tao longe tao perto,,rose,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,,
2701689,1585804,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Cellar Selection Chenin Blanc,Cellar,,branco,cellar selection chenin blanc,man,,Branco,exact_name|stripped_name,exact_name,1,1,duplicate|new,,0,1,0.05,,,
2702529,973541,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6333,0.6333,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Cavaliere D´Oro Prosecco [],Cavaliere D´Oro,,espumante,prosecco,cavaliere doro,,espumante,y2_1.300,y2_plus_text_evidence,1,1,matched|new,1.3,0,1,0.05,,,
2828728,248198,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6533,0.6533,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Alberto Oggero Roero Arneis 2022,Alberto Oggero Roero,2022,,roero arneis,alberto oggero,,branco,token_index,strong_name_token_overlap>=2,1,1,duplicate|new,,0,1,0.05,,,
2682527,30762,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8056,0.8056,S5_SOURCE_RICH_STRUCTURED,Saint Clair Block 10 Twin Hills Marlborough Chardonnay 2015,Saint Clair,2015,branco,pioneer block 10 twin hills chardonnay,saint clair family estate,,branco,token_index,strong_name_token_overlap>=2,3,1,new,,0,1,0.05,,,
2683104,30763,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.8833,S5_SOURCE_RICH_STRUCTURED,Saint Clair Pioneer Block 9 Big John Riesling,Saint Clair Pioneer,,branco,pioneer block 9 big john riesling,saint clair family estate,,branco,token_index,strong_name_token_overlap>=2,5,4,new,,0,1,0.05,,,
2744558,1093601,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6450,0.6450,S5_SOURCE_RICH_STRUCTURED,Wino 7 Muri Primitivo Di Manduria,Wino 7 Muri,,tinto,primitivo di manduria,7 muri,,tinto,token_index,strong_name_token_overlap>=2,3,2,new,,0,1,0.05,,,
2680331,544230,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6545,0.6545,S6_GENERAL_REMAINDER,"Rui Roboredo Madeira - Beyra Natural Biologico Tinto, Beira Interior, Portugal 2021",Rui Roboredo Madeira,2021,tinto,beira interior tinto,rui roboredo madeira,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2680352,677419,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6042,0.6042,S6_GENERAL_REMAINDER,Rumeni Muškat 2020 Poljšak,Rumeni Muškat Poljšak,2020,branco,rumeni muskat,poljsak,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2680365,1331899,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8167,0.8167,S6_GENERAL_REMAINDER,Rumeni muškat Domačija Bizjak,Rumeni muškat Domačija,,branco,rumeni muskat,domacija bizjak,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2680390,714481,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7667,0.7667,S6_GENERAL_REMAINDER,Rumeni Muškat Jamšek,Rumeni Muškat Jamšek,,branco,rumeni muskat,jamsek,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2680404,372572,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6542,0.6542,S6_GENERAL_REMAINDER,Rumeni Muškat Pucer z Vrha,Rumeni Muškat Pucer,,branco,domiana rumeni muskat,franc pucer,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2681024,867067,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6867,0.6867,S6_GENERAL_REMAINDER,Rouleur Ronda Nero dAvola 2023,Rouleur Ronda Nero,2023,tinto,ronda nero davola,rouleur wines,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2681490,447524,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5400,0.5400,S6_GENERAL_REMAINDER,S. Anderson Cabernet Sauvignon Richard Chambers Vineyard Stags Leap District - 1992 (),S. Anderson,1992,tinto,richard chambers vineyard cabernet sauvignon,s anderson,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2682133,1664037,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6333,0.6333,S6_GENERAL_REMAINDER,RUSTAVELLI 3 GRAPES QVEVRI,RUSTAVELLI 3 GRAPES,,branco,rkatsiteli qvevri,grapes friends,,Branco,token_index,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,,,
2682303,37681,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5583,0.5583,S6_GENERAL_REMAINDER,"Salon 2008 ""Cuvée S Le Mesnil"" Brut Blanc de Blancs Magnum 1, 2019 Edition","Salon ""Cuvée S",2008,espumante,le mesnil blanc de blancs cuvee s brut champagne,salon,,espumante,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2682577,1374479,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8200,0.8200,S6_GENERAL_REMAINDER,Saint Clair Family Estate 2021 Dillons Point Marlborough Sauvignon Blanc,Saint Clair,2021,branco,dillons point sauvignon blanc,saint clair family estate,,branco,token_index,strong_name_token_overlap>=2,2,2,new,,0,1,0.05,,,
2682607,211198,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7643,0.7643,S6_GENERAL_REMAINDER,Saint Clair Family Estate Pioneer Block Range Block 18 Snap Block Sauvignon Blanc (screw cap) 2016,Saint Clair,2016,branco,pioneer block 18 snap block sauvignon blanc,saint clair family estate,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2683033,1052389,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.8833,S6_GENERAL_REMAINDER,san roman malvasia,san roman malvasia,,branco,san roman malvasia,bodegas san roman,,branco,exact_name|stripped_name|token_index,exact_name,2,2,new,,0,1,0.05,,,
2683039,1580814,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8183,0.8183,S6_GENERAL_REMAINDER,Saint Clair Pioneer Block 30 Table Top Cabernet Franc 2021,Saint Clair Pioneer,2021,tinto,pioneer block 30 table top cabernet franc,saint clair family estate,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2683428,48511,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7905,0.7905,S6_GENERAL_REMAINDER,Saint Clair Wairau Reserve Sauvignon Blanc 2020,Saint Clair Wairau,2020,branco,wairau reserve sauvignon blanc,saint clair family estate,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2683457,1378757,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7875,0.1625,S6_GENERAL_REMAINDER,"SAN GIORGIO Prosecco DOC Treviso Extra Dry ""Flumen""",SAN GIORGIO,,espumante,flumen prosecco extra dry,tenuta san giorgio,,espumante,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2683790,56474,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8200,0.8200,S6_GENERAL_REMAINDER,San Lazzaro Sangiovese Polesio 2022,San Lazzaro,2016,tinto,polesio marche sangiovese,poderi san lazzaro,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2685596,749024,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.9500,S6_GENERAL_REMAINDER,Santiago Ruiz,Santiago Ruiz,,branco,rosa ruiz albarino,santiago ruiz,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2685624,1333524,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8500,0.8500,S6_GENERAL_REMAINDER,Santini - Beaujolais Lantignie,Santini - Beaujolais,,tinto,beaujolais lantignie les bruyeres,santini freres,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2685634,1022425,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6333,0.6333,S6_GENERAL_REMAINDER,Santini Champlitte 2023 / サンティニ ブルゴーニュ シャンプリット,Santini Champlitte /,2023,tinto,champlitte,santini collective,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2685649,1566374,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6143,0.6143,S6_GENERAL_REMAINDER,Santini Vinho Tinto Rumori Di Curicaca Merlot,Santini,,tinto,rumori di curicaca merlot,casa santini,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2688266,650173,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7208,0.7208,S6_GENERAL_REMAINDER,Seraphin 2022 Julien Peyras,Seraphin Julien Peyras,2022,tinto,seraphin,julien peyras,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2689019,213525,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5583,0.5583,S6_GENERAL_REMAINDER,Schrader GIII 2008,Schrader GIII,2008,tinto,cabernet sauvignon giii g3 beckstoffer georges iii vineyard,schrader,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2689526,141676,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7571,0.7571,S6_GENERAL_REMAINDER,Stephane Vedeau J. Boutin Bonnevaux Côte Rotie 2022,Stephane Vedeau J.,2022,,j boutin bonnevaux cote rotie,stephane vedeau,,tinto,token_index,strong_name_token_overlap>=2,2,2,new,,0,1,0.05,,,
2690673,108093,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5396,0.5396,S6_GENERAL_REMAINDER,Buisson Battault Meursault Les Genevrieres Premier Cru 2022,Buisson Battault Meursault,2022,,meursault 1er cru genevrieres,domaine buisson battault,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2690963,1504742,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6556,0.6556,S6_GENERAL_REMAINDER,"Bukolyi Syrah Reserve (Nagy-Eged Grand Superior) 2021 13,5% 0,",Bukolyi,2021,tinto,syrah nagy eged grand superior reserve organic,bukolyi marcell,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2692243,1250027,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5119,0.5119,S6_GENERAL_REMAINDER,"Buona Notte, 'Andiamo' Merlot Columbia Valley 2020","Buona Notte, 'Andiamo'",2020,tinto,andiamo,buona notte,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2693258,1356043,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8571,0.8571,S6_GENERAL_REMAINDER,Butler Nephew & Co Very Special Ruby Port,Butler Nephew &,,fortificado,very special ruby port,butler nephew,,fortificado,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2702644,1441470,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7208,0.7208,S6_GENERAL_REMAINDER,Cavalierino Donna Enrica Toscana,Cavalierino Donna Enrica,,tinto,sanlor sangiovese di toscana,le vigne di donna enrica,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2703118,848503,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5288,0.5288,S6_GENERAL_REMAINDER,Cecile Tremblay Vosne Romanee Les Rouges du Desser Cru Magnum 2016,Cecile Tremblay Vosne,2016,tinto,vosneromanee les rouges de dessus premier cru,domaine cecile tremblay,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2703151,219869,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.8833,S6_GENERAL_REMAINDER,Cedar Creek Strawberry Blush,Cedar Creek Strawberry,,rose,strawberry blush,cedar creek winery,,rose,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2703216,1476787,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5288,0.5288,S6_GENERAL_REMAINDER,"Celler Mas Doix 'Doix' Costers de Vinyes Velles, Priorat DOCa, Spain 2018",Celler Mas Doix,2018,tinto,1903 garnatxa velles vinyes coma de cases,mas doix,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2704440,27096,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7333,0.7333,S6_GENERAL_REMAINDER,Cepa 21 2022,Cepa 21,2022,tinto,cepa 21,cepa 21,,tinto,stripped_name,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,,,
2704577,756702,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Cerasuolo d'Abruzzo Bio DOP,Cerasuolo d'Abruzzo,,rose,medi cerasuolo dabruzzo,abruzzo nel mondo,,rose,token_index,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,,,
2704583,756702,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Cerasuolo D'Abruzzo DOC 2019,Cerasuolo D'Abruzzo,2019,rose,medi cerasuolo dabruzzo,abruzzo nel mondo,,rose,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2704750,723017,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5583,0.5583,S6_GENERAL_REMAINDER,Cérvoles Negre 2022,Cérvoles Negre,2022,tinto,vinyes altes de les garrigues vin negre,cervoles,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2740440,85933,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.8000,S6_GENERAL_REMAINDER,J.-l. vergnon Champagne Grand Cru Extra Brut Eloquence,J.-l. vergnon,,espumante,eloquence blanc de blancs extra brut champagne grand cru le mesnilsuroger,jl vergnon,,espumante,token_index,strong_name_and_producer_overlap,2,1,new,,0,1,0.05,,,
2740520,402456,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8500,0.8500,S6_GENERAL_REMAINDER,J.L. Wolf Philia Sauvignon Blanc trocken,J.L. Wolf Philia,,branco,philia sauvignon blanc trocken,villa wolf,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2741203,675796,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6375,0.6375,S6_GENERAL_REMAINDER,J-M Seleque Champagne BdB Extra Brut Le Quintette NV,J-M Seleque,,espumante,le quintette chardonnay 5 terroirs extra brut champagne,jm seleque,,espumante,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2741270,870075,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7500,0.7500,S6_GENERAL_REMAINDER,"JM Seleque, Extra Brut Pierry 1er Cru Les Gouttes d’Or Soliste Meunier 2018","JM Seleque,",2018,espumante,soliste meunier pierry 1er cru les gouttes dor champagne,jm seleque,,espumante,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
