source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
1945730,9781,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7667,0.7667,S2_NO_SOURCE,Rocca Rubia Santadi .,Rocca Rubia Santadi,,tinto,rocca rubia riserva carignano del sulcis,santadi,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,,
1996082,1504792,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8500,0.2167,S2_NO_SOURCE,Cannonau Corda Riserva,Cannonau Corda,,tinto,cannonau di sardegna riserva,antonella corda,,Tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,,
2005905,1427615,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5944,0.5944,S3_NO_LINEAGE_OR_ORPHAN,Bodegas Borsao Vina Borgia Garnacha Organic 2022 750 ML,bodegas borsao vina,2022,tinto,vina borgia organic,borsao bodegas,,tinto,token_index,strong_name_token_overlap>=2,1,1,,,0,1,0.05,,,
1954915,1598877,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7833,0.7833,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Stella Rosa Pineapple & Chili,Stella Rosa Pineapple,,,pineapple chili semisweet white,stella rosa,,Branco,token_index|y2_0.800,y2_plus_text_evidence,2,2,matched|new,0.8,0,1,0.05,,,
1956921,1050361,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6667,0.6667,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Stefano Amerighi 'Apice' Syrah BIO 2021,Stefano Amerighi 'Apice',2021,tinto,apice syrah,stefano amerighi,,tinto,token_index,strong_name_token_overlap>=2,2,2,new,,0,1,0.05,,,
1959611,15373,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7533,0.7533,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Abadia Retuerta Pago Negralada Tempranillo,Abadia Retuerta Pago,,tinto,pago negralada,abadia retuerta,,tinto,token_index,strong_name_token_overlap>=2,1,1,duplicate|new,,0,1,0.05,,,
1961109,2956,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6900,0.6900,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Alois Lageder / Lindenburg Lagrein 2020,Alois Lageder /,2020,tinto,lindenburg,alois lageder,,tinto,token_index,strong_name_and_producer_overlap,2,2,duplicate|new,,0,1,0.05,,,
1986045,119024,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5056,0.5056,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Brunello di Montalcino Riserva DOCG 2018 - Villa Poggio Salvi,,2018,,brunello di montalcino riserva,villa poggio salvi,,tinto,token_index|y2_1.050,y2_plus_text_evidence,1,1,duplicate|matched|new,1.05,0,1,0.05,,,
1986839,805723,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7417,0.1084,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Bruno Rocca Barbaresco Riserva Currà 2015,Bruno Rocca,2015,,curra barbaresco riserva,bruno rocca,,tinto,token_index,strong_name_and_producer_overlap,1,1,duplicate|new,,0,1,0.05,,,
1986872,208183,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8417,0.8417,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Bruno Rocca Langhe Nebbiolo Fralu 2024,Bruno Rocca,2024,tinto,fralu langhe nebbiolo,bruno rocca,,tinto,token_index,strong_name_token_overlap>=2,1,1,duplicate|new,,0,1,0.05,,,
1988453,35624,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.7750,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,By Farr Sangreal Pinot Noir 2022,By Farr Sangreal,2022,tinto,sangreal pinot noir,by farr,,tinto,token_index|y2_1.300,y2_plus_text_evidence,1,1,matched|new,1.3,0,1,0.05,,,
1992484,1562643,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.1083,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Calcu - Tiny Blocks - Gran Reserva - Carmenere,Calcu - Tiny,,tinto,tiny blocks gran reserva carmenere,calcu,,Tinto,token_index|y2_1.000,y2_plus_text_evidence,1,1,matched|new,1.0,0,1,0.05,,,
