source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
1841575,294832,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8417,0.8417,S2_NO_SOURCE,2022 Domaine des Quatre Vents Fleurie,Domaine des Quatre Vents,,tinto,fleurie,domaine des quatre vents,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,,
1844231,999458,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5200,0.5200,S2_NO_SOURCE,Vinho Riccitelli The Party Malbec,,,tinto,the party malbec,matias riccitelli,2023,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,,
1862507,759874,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7533,0.1300,S2_NO_SOURCE,Guarda Rios Signature Tinto 2023,Guarda Rios Signature,,tinto,signature tinto,guarda rios,2023,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,,
1862509,1451039,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7700,0.7700,S2_NO_SOURCE,Casa Santos Lima Palaios 2021,Casa Santos Lima Palaios,,tinto,palaios,casa santos lima,2021,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,,
1862858,202733,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.1625,S2_NO_SOURCE,Carlos Basso Signature Blend,Carlos Basso Signature,,tinto,signature blend,carlos basso,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,,
1831722,755612,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.7750,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Partida Creus 'BN' Blanco Natural 2023,Partida Creus 'BN',,branco,bn blanco natural,partida creus,,branco,token_index|y2_1.000,y2_plus_text_evidence,2,2,matched|new,1.0,0,1,0.05,,,
1833472,567664,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Pinot Grigio De Purcari,,,branco,1827 pinot grigio de purcari,chateau purcari,,branco,stripped_name,stripped_name,1,1,duplicate|new,,0,1,0.05,,,
1841048,1640581,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8021,0.8021,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Giant Steps Bastard Hill Vineyard Pinot Noir 2024,Giant Steps Bastard,,tinto,bastard hill vineyard pinot noir,giant steps,,Tinto,token_index|y2_0.833,y2_plus_text_evidence,1,1,matched|new,0.833,0,1,0.05,,,
1851835,258759,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7333,0.7333,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,RIBEIRO SANTO TOURIGA NACIONAL TINTO 2020,RIBEIRO SANTO,,tinto,touriga nacional,ribeiro santo,,tinto,token_index|y2_0.773,y2_plus_text_evidence,1,1,matched|new,0.77272725,0,1,0.05,,,
1853703,782683,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7208,0.7208,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,2021 Thibaud Boudignon Savennieres Clos de la Hutte,Thibaud Boudignon Savennieres,,branco,clos de la hutte,thibaud boudignon,,branco,token_index,strong_name_and_producer_overlap,1,1,error|new,,0,1,0.05,,,
1858198,187577,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.8000,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Palliser Estate Pencarrow Pinot Noir,Palliser,,tinto,pencarrow pinot noir,palliser estate,2019,tinto,token_index|y2_1.300,y2_plus_text_evidence,1,1,matched|new,1.3,0,1,0.05,,,
1859032,773594,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.1300,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,GARZON ESTATE CABERNET DE CORTE,GARZON,,tinto,estate cabernet de corte varietales,bodega garzon,2020,tinto,token_index,strong_name_token_overlap>=2,3,3,duplicate|new,,0,1,0.05,,,
1861926,16674,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.7750,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Kumeu River Hunting Hill Chardonnay 2023,Kumeu River Hunting,,branco,hunting hill chardonnay,kumeu river,,branco,token_index,strong_name_token_overlap>=2,1,1,duplicate|new,,0,1,0.05,,,
1862602,9110,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8688,0.2438,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Conterno Fantino Barolo Ginestra Vigna Del Gris 2017,Conterno Fantino,,tinto,barolo ginestra vigna del gris,conterno fantino,2020,tinto,token_index,strong_name_token_overlap>=2,1,1,error|new,,0,1,0.05,,,
1863520,1642261,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.8000,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Howard Vineyard Gamay,Howard,,tinto,gamay,howard vineyard,,Tinto,token_index,strong_name_and_producer_overlap,2,2,matched|new,0.333,0,1,0.05,,,
1865801,28402,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6976,0.6976,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,"2019 Nicolas Joly, Savennieres Coulee-de-Serrant","Nicolas Joly, Savennieres",,branco,clos de la coulee de serrant,nicolas joly,,branco,token_index,strong_name_token_overlap>=2,1,1,matched|new,0.5,0,1,0.05,,,
1870637,512231,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7875,0.7875,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,2017 Chateau Mouton Rothschild,Chateau Mouton Rothschild,2017,tinto,le petit mouton de mouton rothschild pauillac,chateau mouton rothschild,,tinto,token_index,strong_name_token_overlap>=2,1,1,matched|new,0.39130434,0,1,0.05,,,
1829747,348224,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6417,0.2167,S5_SOURCE_RICH_STRUCTURED,Collotte Marsannay Cuvee Vieilles Vignes 2023,Collotte Marsannay,,,cuvee vieilles vignes marsannay,domaine collotte,,tinto,token_index,strong_name_token_overlap>=2,3,3,new,,0,1,0.05,,,
1834472,1200147,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6000,0.6000,S5_SOURCE_RICH_STRUCTURED,"Deposit for ""Lapis Luna Pinot Noir""","Deposit for ""Lapis",,tinto,pinot noir,lapis luna,,tinto,token_index,strong_name_token_overlap>=2,19,1,new,,0,1,0.05,,,
1841070,357459,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.7750,S5_SOURCE_RICH_STRUCTURED,"Paolo Bea, Umbria Bianco 'Arboreus' 2016","Paolo Bea, Umbria",,branco,arboreus umbria bianco,paolo bea,,branco,token_index,strong_name_token_overlap>=2,4,4,new,,0,1,0.05,,,
1844588,1109458,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.8833,S5_SOURCE_RICH_STRUCTURED,Gregoire Hoppenot Fleurie Origines,Gregoire Hoppenot Fleurie,,tinto,fleurie origines,gregoire hoppenot,2018,tinto,token_index,strong_name_token_overlap>=2,3,1,new,,0,1,0.05,,,
1845064,173155,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6700,0.6700,S5_SOURCE_RICH_STRUCTURED,Lopez De Heredia Crianza Cubillo,Lopez,,tinto,vina cubillo,r lopez de heredia,,tinto,token_index,strong_name_and_producer_overlap,3,3,new,,0,1,0.05,,,
1865855,125260,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7208,0.7208,S5_SOURCE_RICH_STRUCTURED,SB St. Supery Virtu,SB St. Supery,,branco,virtu white meritage,st supery,,branco,token_index,strong_name_and_producer_overlap,3,3,new,,0,1,0.05,,,
1870321,463956,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7550,0.7550,S5_SOURCE_RICH_STRUCTURED,"2016 Lucien Aviet & Fils, Arbois, Caveau de Bacchus Reserve du Caveau",Lucien Aviet &,2016,branco,cuvee de la confrerie vin jaune arbois,lucien aviet et fils caveau de bacchus,,branco,token_index,strong_name_and_producer_overlap,10,8,new,,0,1,0.05,,,
1872363,700638,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8187,0.8187,S5_SOURCE_RICH_STRUCTURED,"2018 Domaine Nicolas Faure, Coteaux Bourguignons, Mes Gamays","Domaine Nicolas Faure, Coteaux",2018,tinto,coteaux bourguignons mes gamays,domaine nicolas faure,,tinto,token_index,strong_name_token_overlap>=2,6,1,new,,0,1,0.05,,,
1875618,829901,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5900,0.5900,S5_SOURCE_RICH_STRUCTURED,2019 Domaine Hubert Lamy Puligny Montrachet Les Tremblots Haute Densite,Domaine Hubert Lamy Puligny,2019,branco,pulignymontrachet les tremblots haute densite,hubert lamy,,branco,token_index,strong_name_token_overlap>=2,8,3,new,,0,1,0.05,,,
1877240,3000,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8417,0.8417,S5_SOURCE_RICH_STRUCTURED,2019 Michel-Schlumberger Le Sage Merlot,Michel-Schlumberger,2019,tinto,le sage merlot,michel schlumberger,,tinto,token_index,strong_name_token_overlap>=2,3,2,new,,0,1,0.05,,,
1877728,32008,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7083,0.7083,S5_SOURCE_RICH_STRUCTURED,2019 Tribut Chablis Cote de Lechet,Tribut Chablis Cote,2019,branco,cote de lechet chablis premier cru,domaine laurent tribut,,branco,token_index,strong_name_and_producer_overlap,4,2,new,,0,1,0.05,,,
1878706,682454,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5700,0.5700,S5_SOURCE_RICH_STRUCTURED,2020 Domaine Ghislaine Barthod Chambolle-Musigny 1er Cru Les Gruenchers,Domaine Ghislaine Barthod Chambolle-Musigny,2020,tinto,chambollemusigny 1er cru les gruenchers,ghislaine barthod,,tinto,token_index,strong_name_and_producer_overlap,3,3,new,,0,1,0.05,,,
1829061,845680,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8187,0.8187,S6_GENERAL_REMAINDER,Domaine Mee Godard Moulin à Vent Au Michelon 2021,Domaine Mee Godard Moulin,,tinto,moulin a vent au michelon,domaine mee godard,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
1829196,58117,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6400,0.6400,S6_GENERAL_REMAINDER,Chateau Phelan Segur Saint Estephe,Chateau Phelan Segur Saint,,tinto,frank phelan,chateau phelan segur,,tinto,token_index,strong_name_and_producer_overlap,2,1,new,,0,1,0.05,,,
1829315,10487,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6700,0.6700,S6_GENERAL_REMAINDER,Produttori del Barbaresco Rabaja 2019,Produttori,,tinto,barbaresco riserva rabaja,produttori del barbaresco,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
1829320,245422,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8167,0.8167,S6_GENERAL_REMAINDER,Argentiera Poggio ai Ginepri Bolgheri,Argentiera Poggio ai,,tinto,poggio ai ginepri bolgheri,tenuta argentiera,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
1829501,266269,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7208,0.2291,S6_GENERAL_REMAINDER,"Domaine S. Charvet Chiroubles, 2021","Domaine S. Charvet Chiroubles,",,tinto,chiroubles,domaine charvet jeanpaul,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
