source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
2430080,666514,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7000,0.7000,S2_NO_SOURCE,Leone di Venezia Palazzo Ducale,Leone,,,palazzo ducale,leone di venezia,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,,
2384931,1388855,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6583,0.1083,S3_NO_LINEAGE_OR_ORPHAN,Morande Terrarum Single Estate Gewurztraminer 2025,morande terrarum single,2025,branco,terrarum single estate gewurztraminer,morande,,branco,token_index,strong_name_token_overlap>=2,1,1,,,0,1,0.05,,,
2407033,1220174,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5119,0.5119,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Maison les Olympes - Gigondas - AOP Gigondas - Rouge - 2022,Maison les Olympes -,2022,tinto,gigondas,les olympes myriam nicolas,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2411067,824496,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,"MAISON DES ARDOISIÈRES, Silice blanc 2024","MAISON DES ARDOISIÈRES, Silice",2024,branco,silice,domaine des ardoisieres,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2426804,61048,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5700,0.5700,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Les Forts de Latour 1996,Les Forts de Latour,1996,,les forts de latour pauillac,chateau latour,2002,tinto,token_index,strong_name_token_overlap>=2,4,4,new,,0,1,0.05,,,
2427109,19886,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5700,0.5700,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Les Fiefs de Lagrange 2015,Les Fiefs de Lagrange,2015,,les fiefs de lagrange saintjulien,chateau lagrange,,tinto,token_index,strong_name_token_overlap>=2,5,5,new,,0,1,0.05,,,
2430615,1530451,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8688,0.8688,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Leonardo da Vinci Monnalisa Romagna Sangiovese Superiore 2022,Leonardo da Vinci,2022,tinto,monnalisa sangiovese di romagna superiore,cantine leonardo da vinci,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2430729,1574226,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7200,0.7200,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Leonardo da Vinci 1502 Sauvignon Rubicone Uve portate a Cesena 2023,Leonardo da Vinci,2023,,sauvignon rubicone uve portate a cesena,cantine leonardo da vinci,,Branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2435922,512231,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6071,0.6071,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,"Le Petit Mouton de Mouton Rothschild, Pauillac 2024",Le Petit Mouton de,2024,,le petit mouton de mouton rothschild pauillac,chateau mouton rothschild,,tinto,stripped_name|token_index,stripped_name,2,2,new,,0,1,0.05,,,
2393344,158091,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S5_SOURCE_RICH_STRUCTURED,Merlot “ M „,,,tinto,merlot,mr merlot,,tinto,stripped_name,name_and_source_to_canonical_producer,3,3,new,,0,1,0.05,,,
2394302,545318,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.8833,S5_SOURCE_RICH_STRUCTURED,MAURY DOMAINE POUDEROUX,MAURY DOMAINE POUDEROUX,,tinto,montpin maury sec,domaine pouderoux,,tinto,token_index,strong_name_and_producer_overlap,3,3,new,,0,1,0.05,,,
2398846,1005953,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6867,0.1300,S5_SOURCE_RICH_STRUCTURED,"Martin Wassmer Spätburgunder Schlatter SW 3,",Martin Wassmer Spätburgunder,,tinto,schlatter spatburgunder sw,martin wamer,,tinto,token_index,strong_name_token_overlap>=2,6,4,new,,0,1,0.05,,,
2403563,122484,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7833,0.7833,S5_SOURCE_RICH_STRUCTURED,MANNA FRANZ HAAS,MANNA FRANZ HAAS,,,manna schweizer,franz haas,,branco,token_index,strong_name_and_producer_overlap,3,3,new,,0,1,0.05,,,
2426831,61048,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7000,0.7000,S5_SOURCE_RICH_STRUCTURED,Les Forts de Latour,Les Forts de Latour,,,les forts de latour pauillac,chateau latour,2002,tinto,token_index,strong_name_token_overlap>=2,3,1,new,,0,1,0.05,,,
2427131,19886,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7000,0.7000,S5_SOURCE_RICH_STRUCTURED,LES FIEFS DE LAGRANGE,LES FIEFS DE LAGRANGE,,,les fiefs de lagrange saintjulien,chateau lagrange,,tinto,token_index,strong_name_token_overlap>=2,5,1,new,,0,1,0.05,,,
2428860,28123,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6750,0.1750,S5_SOURCE_RICH_STRUCTURED,Leroy (Domaine) Pommard Les Vignots 2014,Leroy (Domaine) Pommard,2014,,pommard les vignots,domaine leroy,,tinto,token_index,strong_name_and_producer_overlap,5,1,new,,0,1,0.05,,,
2434340,1418433,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5583,0.5583,S5_SOURCE_RICH_STRUCTURED,Legrand-Latour Éocène Brut Nature NV,Legrand-Latour Éocène,,espumante,eocene champagne,legrand latour,,espumante,token_index,strong_name_and_producer_overlap,4,4,new,,0,1,0.05,,,
2380571,778582,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6250,0.6250,S6_GENERAL_REMAINDER,Morgadio da Calcada - Douro (Red Wine),Morgadio da Calcada,,tinto,morgadio mc,morgadio da calcada,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2381428,1271839,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7071,0.7071,S6_GENERAL_REMAINDER,Monte Del Fra Casa Capitei Lena Corvina,Monte,,tinto,casa capitei lena,monte del fra,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
2381557,498263,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.9500,S6_GENERAL_REMAINDER,Monte Cepas – Bonarda Rosado,Monte Cepas –,,rose,argentina bonarda rosado,monte cepas family vineyard,,rose,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,,
2381772,1718336,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7333,0.1083,S6_GENERAL_REMAINDER,Monier Perréol - IGP Syrah Viognier 2024,Monier Perréol -,2024,tinto,syrah viognier,domaine monier perreol,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,,,
