source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
2116468,299211,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6333,0.2000,S2_NO_SOURCE,"Domaine de Périllière, Costières de Nimes Rouge","Domaine de Périllière, Costières",,tinto,costieres de nimes,domaine de bel air la cote,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,,
2084996,892026,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.1083,S3_NO_LINEAGE_OR_ORPHAN,ES VINO VIRGIN SOILS MALBEC - 2020,es vino virgin,2020,tinto,virgin soils malbec,es vino,,tinto,stripped_name|token_index,stripped_name,1,1,,,0,1,0.05,,,
2071399,1531232,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.8000,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Federico de Alvear Extra Brut,Federico,,espumante,extra brut,federico de alvear,,Espumante,token_index|y2_1.300,y2_plus_text_evidence,1,1,matched|new,1.3,0,1,0.05,,,
2082766,46196,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.1083,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Darling Cellars Reserve Shiraz Black Granite,Darling Cellars,,tinto,black granite shiraz reserve,darling cellars,,tinto,token_index,strong_name_token_overlap>=2,3,3,duplicate|new,,0,1,0.05,,,
2084830,202865,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5233,0.5233,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Domaine Antoine Sanzay - Les Salles Martin Rouge 2020 - Saumur Champigny,Domaine Antoine Sanzay -,2020,,saumur les salles martin,antoine sanzay,,branco,token_index,strong_name_token_overlap>=2,3,3,new,,0,1,0.05,,,
2101335,63336,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9000,0.9000,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Chateau Deyrem Valentin Margaux,Chateau Deyrem Valentin Margaux,2017,tinto,margaux,chateau deyrem valentin,,tinto,token_index|y2_1.300,y2_plus_text_evidence,1,1,duplicate|matched|new,1.3,0,1,0.05,,,
2103899,60845,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7875,0.7875,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Château Leoville Poyferré 2005,Château Leoville Poyferré,2005,tinto,pavillon de leoville poyferre saintjulien,chateau leoville poyferre,,tinto,token_index,strong_name_token_overlap>=2,1,1,duplicate|new,,0,1,0.05,,,
2103917,60845,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7875,0.7875,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Château Léoville Poyferré 2024,Château Léoville Poyferré,2024,tinto,pavillon de leoville poyferre saintjulien,chateau leoville poyferre,,tinto,token_index,strong_name_token_overlap>=2,1,1,duplicate|new,,0,1,0.05,,,
2104943,60418,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6262,0.6262,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Chateau Pavie Decesse Saint-Emilion Grand Cru 2015,Chateau Pavie Decesse Saint-Emilion,2015,tinto,saintemilion grand cru grand cru classe,chateau pavie decesse,,tinto,token_index|y2_1.050,y2_plus_text_evidence,1,1,matched|new,1.05,0,1,0.05,,,
2111903,675539,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.1300,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Francis Coppola Rosso Cabernet Sauvignon,Francis Coppola,,tinto,rosso bianco cabernet sauvignon,francis ford coppola winery,,tinto,token_index,strong_name_token_overlap>=2,1,1,duplicate|new,,0,1,0.05,,,
2114599,59783,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6042,0.6042,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,"Doluca,Sarafin,Sauvignon Blanc","Doluca,Sarafin,Sauvignon",,branco,sauvignon blanc,sarafin,,branco,y2_1.000,y2_plus_text_evidence,1,1,matched|new,1.0,0,1,0.05,,,
2116043,482440,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6233,0.6233,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Domaine Berthet Bondet - Trio - AOP Côtes-du-Jura - Rouge - 2022,Domaine Berthet Bondet -,2022,tinto,trio cotes du jura,berthet bondet,,tinto,token_index,strong_name_and_producer_overlap,1,1,duplicate|new,,0,1,0.05,,,
2116530,686939,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7375,0.7375,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Domaine de Reuilly 'Les Chenes' Blanc BIO 2023,Domaine de Reuilly 'Les,2023,branco,les chenes reuilly blanc,domaine de reuilly denis jamain,,branco,token_index,strong_name_token_overlap>=2,2,2,duplicate|new,,0,1,0.05,,,
2116553,318297,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7062,0.7062,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Domaine de Rochemure - Moulin à Vent - AOP Moulin-à-Vent - Rouge - 2025,Domaine de Rochemure -,2025,tinto,moulin a vent,domaine de rochemure philippe vermorel,,tinto,token_index,strong_name_token_overlap>=2,1,1,duplicate|new,,0,1,0.05,,,
2121218,1547291,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5611,0.5611,S4_MULTI_CLEAN_OR_AMBIG_LINEAGE,Frédéric Magnien - AOP Côte-de-Nuits-Villages - Rouge - 2015,Frédéric Magnien -,2015,tinto,clos francois thurot monopole cote de nuits villages queue de hareng,henri magnien,,Tinto,token_index,broad_name_with_strong_producer,1,1,duplicate|new,,0,1,0.05,,,
2070256,937347,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7533,0.7533,S5_SOURCE_RICH_STRUCTURED,Fazi Battaglia Marche Rosato IGT,Fazi Battaglia Marche,,rose,marche rosato,fazi battaglia,,rose,token_index,strong_name_and_producer_overlap,3,3,new,,0,1,0.05,,,
2073135,1299966,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S5_SOURCE_RICH_STRUCTURED,Κτήμα ΑΛΦΑ Κρασί Fumé Sauvignon Blanc Λευκό Ξηρό,Κτήμα ΑΛΦΑ Κρασί,,branco,le fume sauvignon blanc,jet,,branco,stripped_name,stripped_name,54,37,new,,0,1,0.05,,,
2083447,1483919,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6875,0.6875,S5_SOURCE_RICH_STRUCTURED,Ernestine 2022 - Robin Carette,Ernestine - Robin,2022,branco,ernestine chenin,robin carette,,Branco,token_index,strong_name_and_producer_overlap,3,2,new,,0,1,0.05,,,
2091437,49095,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5417,0.1084,S5_SOURCE_RICH_STRUCTURED,ESPUMANTE BRASILEIRO CASA VALDUGA 130 BRUT,,,espumante,130 brut espumante,casa valduga,,espumante,token_index,name_and_source_to_canonical_producer,3,2,new,,0,1,0.05,,,
2116568,1110690,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6643,0.6643,S5_SOURCE_RICH_STRUCTURED,"Domaine de Rousset Les Coquelicots Rosé, 2023",Domaine de Rousset Les,2023,rose,les coquelicots rose fruite,chateau de rousset,,rose,token_index,strong_name_and_producer_overlap,4,3,new,,0,1,0.05,,,
2118213,40013,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.2600,S5_SOURCE_RICH_STRUCTURED,Dominique Laurent Echezeaux Vieilles Vignes,Dominique Laurent Echezeaux,,tinto,echezeaux vieilles vignes,dominique laurent,,tinto,token_index,strong_name_token_overlap>=2,3,3,new,,0,1,0.05,,,
2119065,306825,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.8000,S5_SOURCE_RICH_STRUCTURED,Geil Gewurztraminer Kabinett Rheinhessen,Geil,,branco,rheinhessen gewurztraminer kabinett,thomas geil,,branco,token_index,strong_name_token_overlap>=2,5,1,new,,0,1,0.05,,,
2120205,1699999,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S5_SOURCE_RICH_STRUCTURED,Gelber Muskateller Frizzante,Gelber Muskateller Frizzante,,espumante,gelber muskateller frizzante,aha,,Espumante,exact_name|stripped_name|token_index,exact_name,8,8,new,,0,1,0.05,,,
2121987,783854,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.9500,S5_SOURCE_RICH_STRUCTURED,Gere-Schubert Chardonnay,Gere-Schubert,,branco,chardonnay,gere schubert,,branco,token_index,strong_name_and_producer_overlap,3,3,new,,0,1,0.05,,,
