render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
1897045,render_nome_produtor,1,render,264465,grillo,el grillo y la luna,,tinto,0.4833,0.0,0
1897045,render_nome_produtor,2,render,737360,hop hop,el grillo y la luna,,tinto,0.4833,0.0,0
1897045,render_nome_produtor,3,render,788872,grillo sp,el grillo y la luna,,tinto,0.4833,0.0,0
1897045,render_nome,1,render,264465,grillo,el grillo y la luna,,tinto,0.4833,0.05,0
1897045,render_nome,2,render,1343116,el vino,red top,,branco,0.4333,0.05,0
1897045,render_nome,3,render,1427222,vino organico grillo,astrid therese,,branco,0.4333,0.05,0
1897045,import_nome,1,import,4798480,Ethos Grillo - Chardonnay,Matranga,,Branco,0.2167,0.2167,0
2232542,render_nome_produtor,1,render,29881,sparkling,rolling,,espumante,0.2167,0.0,0
2232542,render_nome_produtor,2,render,34982,sparkling pink,mimi,,espumante,0.2167,0.0,0
2232542,render_nome_produtor,3,render,52756,sparkling shiraz,paringa,,espumante,0.2167,0.0,0
2232542,render_nome,1,render,25792,sparkling,bird in hand,,espumante,0.2167,0.0,0
2232542,render_nome,2,render,29881,sparkling,rolling,,espumante,0.2167,0.0,0
2232542,render_nome,3,render,36045,sparkling,kirrihill,,espumante,0.2167,0.0,0
2232542,import_nome,1,import,2500714,Sparkling Rosé,Pink Elephant,,Espumante,0.2167,0.0,0
2232542,import_nome,2,import,2808623,Winkipop Sparkling Shiraz,Bellbrae Estate,,Espumante,0.2167,0.0,0
2232542,import_nome,3,import,6244431,Sparkling Merlot,Chateau Yaldara - 1847,,Espumante,0.2167,0.0,0
2201889,render_nome_produtor,1,render,36114,rose,chamard,,rose,0.325,0.0,0
2201889,render_nome_produtor,2,render,51228,rose,carm,,rose,0.325,0.0,0
2201889,render_nome_produtor,3,render,56311,rose,charles charles,,rose,0.325,0.0,0
2201889,render_nome,1,render,15053,cherub,montes,2024,rose,0.325,0.0,0
2201889,render_nome,2,render,22188,rose,triennes,2021,rose,0.325,0.0,0
2201889,render_nome,3,render,31202,rose,west cape howe,,rose,0.325,0.0,0
2094204,render_nome_produtor,1,render,905488,chardonnay,espresso,,branco,0.3125,0.1,0
2094204,render_nome_produtor,2,render,401196,barista mendoza reserva syrah,espresso house,,tinto,0.2125,0.1,0
2094204,render_nome_produtor,3,render,456403,red,espresso house,,tinto,0.2125,0.1,0
2094204,render_nome,1,render,13568,mount ida shiraz,seppelt,,tinto,0.1625,0.0,0
2094204,render_nome,2,render,48746,mount hermon red,golan heights winery,2023,tinto,0.1625,0.0,0
2094204,render_nome,3,render,51026,mount hermon white,golan heights winery,2023,branco,0.1625,0.0,0
2094204,render_produtor,1,render,905488,chardonnay,espresso,,branco,0.3125,0.1,0
2094204,render_produtor,2,render,401196,barista mendoza reserva syrah,espresso house,,tinto,0.2125,0.1,0
2094204,render_produtor,3,render,456403,red,espresso house,,tinto,0.2125,0.1,0
1952772,render_nome_produtor,1,render,1333203,aged 25 years single cask,grappa nonino,,Sobremesa,0.325,0.1083,0
1952772,render_nome_produtor,2,render,6205,aged 10 years tawny port,ficklin,,fortificado,0.2167,0.1083,0
1952772,render_nome_produtor,3,render,21302,principe de barbadillo aged 12 years amontillado sherry,barbadillo,,fortificado,0.2167,0.1083,0
1952772,render_nome,1,render,1333203,aged 25 years single cask,grappa nonino,,Sobremesa,0.325,0.1083,0
1952772,render_nome,2,render,6205,aged 10 years tawny port,ficklin,,fortificado,0.2167,0.1083,0
1952772,render_nome,3,render,75645,10 years old aged tawny porto,maynards,,fortificado,0.2167,0.1083,0
1952772,render_produtor,1,render,366313,pinot noir,springbank estate,,tinto,0.1583,0.0,0
1952772,render_produtor,2,render,389885,briedecker,springbank estate,,branco,0.1583,0.0,0
1952772,render_produtor,3,render,783514,chardonnay,springbank estate,,branco,0.1583,0.0,0
1964134,render_nome_produtor,1,render,335580,ox demi sec,undurraga,,espumante,0.515,0.0,0
1964134,render_nome_produtor,2,render,1646926,albores demi sec,undurraga,,Espumante,0.515,0.0,0
1964134,render_nome_produtor,3,render,37815,espumante de autor demi sec,finca gabriel,,espumante,0.39,0.0,0
1964134,render_nome,1,render,37815,espumante de autor demi sec,finca gabriel,,espumante,0.39,0.0,0
1964134,render_nome,2,render,175045,espumante demi sec,familia cecchin,,espumante,0.39,0.0,0
1964134,render_nome,3,render,307077,branco moscatel espumante demi sec,terrassos,,espumante,0.39,0.0,0
1964134,render_produtor,1,render,335580,ox demi sec,undurraga,,espumante,0.515,0.26,0
1964134,render_produtor,2,render,42161,demisec,undurraga,,espumante,0.255,0.26,0
1964134,render_produtor,3,render,52480,brut,undurraga,,espumante,0.255,0.26,0
1964134,import_produtor,1,import,13745049,Especial Acústico Bandas Gaúchas,Amitié Espumantes e Vinhos,,Espumante,0.0,0.0,0
2107140,render_nome_produtor,1,render,24974,dornfelder,daum,,tinto,0.2167,0.0,0
2107140,render_nome_produtor,2,render,51313,dornfelder,knipser,,tinto,0.2167,0.0,0
2107140,render_nome_produtor,3,render,55816,dornfelder,baloun,,tinto,0.2167,0.0,0
2107140,render_nome,1,render,1953,dornfelder,kurzwagner,,tinto,0.2167,0.0,0
2107140,render_nome,2,render,16693,dornfelder,weingut beck hedesheimerhof,,tinto,0.2167,0.0,0
2107140,render_nome,3,render,18387,dornfelder,weingut schloss proschwitz,,tinto,0.2167,0.0,0
2107140,render_produtor,1,render,89580,onyx grosskarlbacher burgweg dornfelder spatlese,lingenfelder,,tinto,0.2167,0.0,0
2107140,render_produtor,2,render,148921,max dornfelder,lingenfelder,,tinto,0.2167,0.0,0
2107140,render_produtor,3,render,185897,villa karlbach max dornfelder,lingenfelder,,tinto,0.2167,0.0,0
2107140,import_nome,1,import,1618384,Dornfelder - Regent Halbtrocken,Lidl,,Tinto,0.2167,0.0,0
2107140,import_nome,2,import,1715104,Dirmsteiner Schwarzerde Dornfelder Rotwein Trocken,Erzeugerabfüllung Weingut Mayer,,Tinto,0.2167,0.0,0
2107140,import_nome,3,import,1774940,Biowein Dornfelder,Rheinberg Kellerei,,Tinto,0.2167,0.0,0
2262703,render_nome_produtor,1,render,15064,ultra cabernet sauvignon,kaiken,2021,tinto,0.13,0.0,0
2262703,render_nome_produtor,2,render,15065,ultra malbec,kaiken,,tinto,0.13,0.0,0
2262703,render_nome_produtor,3,render,41975,ultra premium cabernet sauvignon,kaboom,,tinto,0.13,0.0,0
2262703,render_nome,1,render,2558,ultra brut,iron horse,,espumante,0.13,0.0,0
2262703,render_nome,2,render,15064,ultra cabernet sauvignon,kaiken,2021,tinto,0.13,0.0,0
2262703,render_nome,3,render,15065,ultra malbec,kaiken,,tinto,0.13,0.0,0
2262703,render_produtor,1,render,37046,pozzo dellamore bardolino chiaretto classico,villabella,,rose,0.0,0.0,0
2262703,render_produtor,2,render,37152,villa cordevigo rosso,villabella,,tinto,0.0,0.0,0
2262703,render_produtor,3,render,37153,montemazzano,villabella,,tinto,0.0,0.0,0
2066566,render_nome_produtor,1,render,98324,red,fancy pants,,tinto,0.28,0.0,0
2066566,render_nome_produtor,2,render,224285,cabernet sauvignon,fancy pants,,tinto,0.28,0.0,0
2066566,render_nome_produtor,3,render,500627,pinot noir,fancy pants,,tinto,0.28,0.0,0
2066566,render_nome,1,render,191311,gts nancys fancy cabernet sauvignon,seaver vineyards,,tinto,0.13,0.0,0
2066566,render_nome,2,render,195039,fancy nancy dessert,selby,,Sobremesa,0.13,0.0,0
2066566,render_nome,3,render,519086,fancy blend,claypool cellars pachyderm,,tinto,0.13,0.0,0
2066566,render_produtor,1,render,98324,red,fancy pants,,tinto,0.28,0.0,0
2066566,render_produtor,2,render,224285,cabernet sauvignon,fancy pants,,tinto,0.28,0.0,0
2066566,render_produtor,3,render,500627,pinot noir,fancy pants,,tinto,0.28,0.0,0
1984289,render_nome_produtor,1,render,147014,rosemarys block sauvignon blanc,grey stack,,branco,0.0929,0.0,0
1984289,render_nome_produtor,2,render,159950,back blocks shiraz,thomson estate,,tinto,0.0929,0.0,0
1984289,render_nome_produtor,3,render,244413,orange squeeze,stonehaus winery,,Sobremesa,0.0929,0.0,0
1984289,render_nome,1,render,159950,back blocks shiraz,thomson estate,,tinto,0.0929,0.0,0
1984289,render_nome,2,render,239479,main squeeze,la vida loca,,tinto,0.0929,0.0,0
1984289,render_nome,3,render,254755,local squeeze red,megalomaniac,,tinto,0.0929,0.0,0
1984289,render_produtor,1,render,114158,douro tfn,bright brothers,,tinto,0.1429,0.0,0
1984289,render_produtor,2,render,145573,reserva palmela,bright brothers,,tinto,0.1429,0.0,0
1984289,render_produtor,3,render,166093,white,bright light,,branco,0.1429,0.0,0
1839763,render_nome_produtor,1,render,7051,petit chablis,william fevre,,branco,0.4875,0.0,0
1839763,render_nome_produtor,2,render,7052,chablis,william fevre,2023,branco,0.4875,0.0,0
1839763,render_nome_produtor,3,render,7053,chablis premier cru fourchaume,domaine william fevre,,branco,0.4875,0.0,0
1839763,render_nome,1,render,7052,chablis,william fevre,2023,branco,0.4875,0.325,0
1839763,render_nome,2,render,854,chablis,mommessin,,branco,0.1625,0.325,0
1839763,render_nome,3,render,1419,chablis,louis jadot,2023,branco,0.1625,0.325,0
1839763,render_produtor,1,render,7051,petit chablis,william fevre,,branco,0.4875,0.0,0
1839763,render_produtor,2,render,7052,chablis,william fevre,2023,branco,0.4875,0.0,0
1839763,render_produtor,3,render,7055,chablis premier cru mont de milieu,william fevre,,branco,0.4875,0.0,0
1839763,import_nome,1,import,12517324,William Pile Shiraz,Devitt & Moore,,Tinto,0.1625,0.0,0
1839763,import_nome,2,import,12653085,William Wouters Roleta Russa,Filipa Pato,,Espumante,0.1625,0.0,0
2270090,render_nome_produtor,1,render,1396319,vino de misa,lomas de quillon,,tinto,0.59,0.1,0
2270090,render_nome_produtor,2,render,1149562,vino dulce di misa,monasterio de la oliva,,Sobremesa,0.49,0.1,0
2270090,render_nome_produtor,3,render,154727,merlot,vino de la reina,,tinto,0.46,0.1,0
2270090,render_nome,1,render,1396319,vino de misa,lomas de quillon,,tinto,0.59,0.1,0
2270090,render_nome,2,render,1149562,vino dulce di misa,monasterio de la oliva,,Sobremesa,0.49,0.1,0
2270090,render_nome,3,render,122010,conde de cron vino de mesa,real compania de vinos,,tinto,0.46,0.1,0
2270090,render_produtor,1,render,537461,blaye cotes de bordeaux la grange dorlean,misa fr,,tinto,0.46,0.0,0
2270090,render_produtor,2,render,1023244,manzanilla sherry,marques de misa,,fortificado,0.46,0.0,0
2270090,render_produtor,3,render,1253027,vino de castes,fala de min,,tinto,0.46,0.0,0
2270090,import_nome,1,import,2163166,Vino de Autor,Casa Rojo,,Tinto,0.26,0.13,0
2270090,import_nome,2,import,1185926,Santo Vino,Villa Puccini,,Sobremesa,0.13,0.13,0
2270090,import_nome,3,import,1858834,Moravské Zemské Vino,Vinařská Brána,,Branco,0.13,0.13,0
2270090,import_produtor,1,import,6297946,Chardonnay,Chamisal Vineyards,,Branco,0.0,0.0,0
2270090,import_produtor,2,import,8834452,Chardonnay,Chamisal Vineyards,,Branco,0.0,0.0,0
2270090,import_produtor,3,import,13047580,Chardonnay,Chamisal Vineyards,,Branco,0.0,0.0,0
2414175,render_nome_produtor,1,render,1931,lytton springs,ridge vineyards,,tinto,0.52,0.06,0
2414175,render_nome_produtor,2,render,23412,merlot,indian springs vineyards,,tinto,0.46,0.06,0
2414175,render_nome_produtor,3,render,23413,syrah,indian springs vineyards,,tinto,0.46,0.06,0
2414175,render_nome,1,render,1931,lytton springs,ridge vineyards,,tinto,0.52,0.26,0
2414175,render_nome,2,render,35510,spanish springs vineyards pinot noir,per bacco cellars,,tinto,0.26,0.26,0
2414175,render_nome,3,render,81759,shake ridge vineyards tempanillo,yorba,,tinto,0.26,0.26,0
2414175,render_produtor,1,render,467103,brenner cellars zinfandel,lytton springs winery,,tinto,0.56,0.0,0
2414175,render_produtor,2,render,528904,zinfandel,lytton springs winery,,tinto,0.56,0.0,0
2414175,render_produtor,3,render,554258,private reserve zinfandel,lytton springs winery,,tinto,0.56,0.0,0
2414175,import_nome,1,import,1107126,Southern Cape Vineyards Winemaker's Selection  Chardonnay,Ladismith,,Branco,0.13,0.0,0
2414175,import_nome,2,import,2592340,Los Chamizal Vineyards Zinfandel,Muscardini Cellars,,Tinto,0.13,0.0,0
2414175,import_nome,3,import,5839449,Sole del Mattino Vineyards Barbera,Muscardini Cellars,,Tinto,0.13,0.0,0
2414175,import_produtor,1,import,5272718,Earl's Reserve,Odom Springs,,Tinto,0.33,0.0,0
2414175,import_produtor,2,import,6047817,Pinot Noir,Page Springs Cellars,,Tinto,0.33,0.0,0
2414175,import_produtor,3,import,7022490,Red Blend,Rock Springs,,Tinto,0.33,0.0,0
1830974,render_nome_produtor,1,render,65520,cj cabernet sauvignon,melka,,tinto,0.4875,0.1625,0
1830974,render_nome_produtor,2,render,32147,cabernet sauvignon,merus,,tinto,0.325,0.1625,0
1830974,render_nome_produtor,3,render,41497,cabernet sauvignon,don melchor,2022,tinto,0.325,0.1625,0
1830974,render_nome,1,render,270,cabernet sauvignon,arroyo robles,,tinto,0.325,0.0,0
1830974,render_nome,2,render,501,cabernet sauvignon,girardet,,tinto,0.325,0.0,0
1830974,render_nome,3,render,508,cabernet sauvignon,charter oak,,tinto,0.325,0.0,0
1830974,render_produtor,1,render,65520,cj cabernet sauvignon,melka,,tinto,0.4875,0.1625,0
1830974,render_produtor,2,render,161387,cabernet sauvignon,pavelka,,tinto,0.325,0.1625,0
1830974,render_produtor,3,render,336406,chateau zumberg cabernet sauvignon,pavelka,,tinto,0.325,0.1625,0
1830974,import_nome,1,import,1737163,Cabernet Sauvignon,Coniglio,,Tinto,0.325,0.0,0
1830974,import_nome,2,import,1867900,Cabernet Sauvignon,Domaine des Anges,,Tinto,0.325,0.0,0
1830974,import_nome,3,import,1933789,Cabernet Sauvignon,Vineyards World,,Tinto,0.325,0.0,0
1846162,render_nome_produtor,1,render,740745,solas pinot noir,laurent miquel,,tinto,0.4062,0.0,0
1846162,render_nome_produtor,2,render,1074802,solas reserve pinot noir,laurent miquel,,tinto,0.4062,0.0,0
1846162,render_nome_produtor,3,render,318151,arnaud nouveau pinot noir,laurent miquel,,tinto,0.325,0.0,0
1846162,render_nome,1,render,740745,solas pinot noir,laurent miquel,,tinto,0.4062,0.0,0
1846162,render_nome,2,render,1074802,solas reserve pinot noir,laurent miquel,,tinto,0.4062,0.0,0
1846162,render_nome,3,render,105126,12 signs pinot noir,scorpion,,tinto,0.2438,0.0,0
1846162,render_produtor,1,render,740745,solas pinot noir,laurent miquel,,tinto,0.4062,0.0812,0
1846162,render_produtor,2,render,318151,arnaud nouveau pinot noir,laurent miquel,,tinto,0.325,0.0812,0
1846162,render_produtor,3,render,742848,les beauchamps pinot noir,laurent miquel,,tinto,0.325,0.0812,0
1846162,import_nome,1,import,2153298,St. Laurent,Allacher,,Tinto,0.0813,0.0,0
1846162,import_nome,2,import,2173233,St. Laurent,Heinrich,,Tinto,0.0813,0.0,0
1846162,import_nome,3,import,12724936,Laurent Bellion Côtes-du-Rhône-Villages 'Seguret',Domaine Eyguestre,,Tinto,0.0813,0.0,0
