render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
2523988,render_nome_produtor,1,render,1601186,kompot,herzanovi,,Tinto,0.1625,0.0,3
2523988,render_nome_produtor,2,render,1625112,ovocny vinny punc,hulata,,Sobremesa,0.1625,0.0,3
2523988,render_nome_produtor,3,render,22947,zinfandel,kokomo,,tinto,0.0,0.0,3
2523988,render_nome,1,render,1601186,kompot,herzanovi,,Tinto,0.1625,0.0,3
2523988,render_nome,2,render,1625112,ovocny vinny punc,hulata,,Sobremesa,0.1625,0.0,3
2523988,render_nome,3,render,135481,kokur,massandra,,branco,0.0,0.0,3
2523988,render_produtor,1,render,22946,timber crest vineyards late harvest sauvignon blanc,kokomo,,Sobremesa,0.0,0.0,3
2523988,render_produtor,2,render,22947,zinfandel,kokomo,,tinto,0.0,0.0,3
2523988,render_produtor,3,render,22957,windsor oaks vineyards malbec,kokomo,,tinto,0.0,0.0,3
2516712,render_nome_produtor,1,render,193826,riesling kronenbourg cru dalsace,bottgeyl,,branco,0.2167,0.0,3
2516712,render_nome_produtor,2,render,431233,vendanges tardives riesling kronenbourg,jean becker,,Sobremesa,0.2167,0.0,3
2516712,render_nome_produtor,3,render,676589,kronenbourg riesling,jean becker,,branco,0.2167,0.0,3
2516712,render_nome,1,render,193826,riesling kronenbourg cru dalsace,bottgeyl,,branco,0.2167,0.0,3
2516712,render_nome,2,render,431233,vendanges tardives riesling kronenbourg,jean becker,,Sobremesa,0.2167,0.0,3
2516712,render_nome,3,render,676589,kronenbourg riesling,jean becker,,branco,0.2167,0.0,3
2516712,render_produtor,1,render,178763,klassik zweigelt,kroneder,,tinto,0.0,0.0,3
2516712,render_produtor,2,render,256282,fruhburgunder trocken,kronenhof,,tinto,0.0,0.0,3
2516712,render_produtor,3,render,277492,vin d alsace gewuztraminer,altenbourg,,branco,0.0,0.0,3
2093904,render_nome_produtor,1,render,31944,monte velho branco,esporao,2022,branco,0.2429,0.0,3
2093904,render_nome_produtor,2,render,31947,alandra branco,esporao,2023,branco,0.2429,0.0,3
2093904,render_nome_produtor,3,render,31949,esporao verdelho,esporao,,branco,0.2429,0.0,3
2093904,render_nome,1,render,528961,arco do esporao white,esporao,,branco,0.2429,0.1,3
2093904,render_nome,2,render,107771,arco do esporao,esporao,,tinto,0.1429,0.1,3
2093904,render_nome,3,render,14088,alentejo,callabriga,,tinto,0.0929,0.1,3
2093904,render_produtor,1,render,31941,esporao private selection branco,esporao,2022,branco,0.2429,0.0,3
2093904,render_produtor,2,render,31944,monte velho branco,esporao,2022,branco,0.2429,0.0,3
2093904,render_produtor,3,render,31947,alandra branco,esporao,2023,branco,0.2429,0.0,3
1935404,render_nome_produtor,1,render,8108,zambujeiro,quinta do zambujeiro,,tinto,0.5667,0.0,3
1935404,render_nome_produtor,2,render,8109,terra do zambujeiro,quinta do zambujeiro,,tinto,0.5667,0.0,3
1935404,render_nome_produtor,3,render,42456,lbv port,quinta do pego,,fortificado,0.5667,0.0,3
1935404,render_nome,1,render,11873,quinta do cotto tinto,quinta do cotto,,tinto,0.5667,0.0,3
1935404,render_nome,2,render,187068,quinta do cotto sousao,quinta do cotto,,tinto,0.5667,0.0,3
1935404,render_nome,3,render,270387,quinta vale do arneiro,quinta vale do cruz,,tinto,0.5667,0.0,3
1935404,render_produtor,1,render,42456,lbv port,quinta do pego,,fortificado,0.5667,0.0,3
1935404,render_produtor,2,render,42735,vintage port,quinta do pego,,fortificado,0.5667,0.0,3
1935404,render_produtor,3,render,42741,douro grande escolha,quinta do pego,,tinto,0.5667,0.0,3
2154869,render_nome_produtor,1,render,1250760,gorro loureiro,portugal boutique winery,,branco,0.2167,0.0,3
2154869,render_nome_produtor,2,render,1363957,gorro alvarinho,portugal boutique winery,,branco,0.2167,0.0,3
2154869,render_nome_produtor,3,render,1560535,gorro de noche,doce robles,,Sobremesa,0.2167,0.0,3
2154869,render_nome,1,render,1250760,gorro loureiro,portugal boutique winery,,branco,0.2167,0.0,3
2154869,render_nome,2,render,1363957,gorro alvarinho,portugal boutique winery,,branco,0.2167,0.0,3
2154869,render_nome,3,render,1560535,gorro de noche,doce robles,,Sobremesa,0.2167,0.0,3
2154869,render_produtor,1,render,17823,custoza,gorgo,,branco,0.0,0.0,3
2154869,render_produtor,2,render,17824,bardolino,gorgo,,tinto,0.0,0.0,3
2154869,render_produtor,3,render,17825,podere monte maggiore bardolino superiore,gorgo,,tinto,0.0,0.0,3
2083704,render_nome_produtor,1,render,506443,riesling mediumdry,ernst ludwig,,branco,0.8,0.0,3
2083704,render_nome_produtor,2,render,671324,riesling dry,ernst ludwig,,branco,0.8,0.0,3
2083704,render_nome_produtor,3,render,1701854,riesling alkohol free,ernst ludwig,,Branco,0.8,0.0,3
2083704,render_nome,1,render,538385,em riesling,ernst minges,,branco,0.5833,0.15,3
2083704,render_nome,2,render,1244218,bergh ludwig riesling klassik,gruber roschitz,,branco,0.4333,0.15,3
2083704,render_nome,3,render,1404972,ernst loosens riesling steillage,aufsteiger,,branco,0.4333,0.15,3
2083704,render_produtor,1,render,134369,vom blauen schiefer riesling trocken,ernst eifel,,branco,0.5833,0.0,3
