render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
1841335,render_nome_produtor,1,render,1774,reserve tempranillo,justin,,tinto,0.4333,0.0,1
1841335,render_nome_produtor,2,render,5097,reserve tempranillo,abacela,,tinto,0.4333,0.0,1
1841335,render_nome_produtor,3,render,14921,reserve tempranillo,alamos,,tinto,0.4333,0.0,1
1841335,render_nome,1,render,1774,reserve tempranillo,justin,,tinto,0.4333,0.0,1
1841335,render_nome,2,render,5097,reserve tempranillo,abacela,,tinto,0.4333,0.0,1
1841335,render_nome,3,render,14921,reserve tempranillo,alamos,,tinto,0.4333,0.0,1
1841335,render_produtor,1,render,856835,tempranillo,tempranillo road,,tinto,0.3667,0.0,1
1841335,render_produtor,2,render,1009356,tinto,tempranillo real,,tinto,0.3667,0.0,1
1841335,render_produtor,3,render,45842,tempranillo cabernet,tempra tantrum,,tinto,0.2167,0.0,1
1841335,import_nome,1,import,1841050,Reserve Tempranillo,Kennedy Shah,,Tinto,0.4333,0.2166,1
1841335,import_nome,2,import,1578126,El Roble Tempranillo,Paul Sapin,,Tinto,0.2167,0.2166,1
1841335,import_nome,3,import,1648170,Tempranillo,El Hijo Prodigo,,Tinto,0.2167,0.2166,1
2338518,render_nome_produtor,1,render,3018,pineapple sparkling,maurice carrie,,espumante,0.2167,0.0,1
2338518,render_nome_produtor,2,render,232736,moscato pineapple,santero,,espumante,0.2167,0.0,1
2338518,render_nome_produtor,3,render,253709,moscato pineapple,villa jolanda,,espumante,0.2167,0.0,1
2338518,render_nome,1,render,3018,pineapple sparkling,maurice carrie,,espumante,0.2167,0.0,1
2338518,render_nome,2,render,232736,moscato pineapple,santero,,espumante,0.2167,0.0,1
2338518,render_nome,3,render,253709,moscato pineapple,villa jolanda,,espumante,0.2167,0.0,1
2338518,render_produtor,1,render,9758,russian river valley chardonnay,dumol,,branco,0.0,0.0,1
2338518,render_produtor,2,render,9761,russian river valley pinot noir,dumol,,tinto,0.0,0.0,1
2338518,render_produtor,3,render,9762,russian river valley syrah,dumol,,tinto,0.0,0.0,1
2284632,render_nome_produtor,1,render,299549,torre testa susumaniello,tenute rubino,,tinto,0.4062,0.0812,1
2284632,render_nome_produtor,2,render,594010,torre testa rose,tenute rubino,,rose,0.325,0.0812,1
2284632,render_nome_produtor,3,render,721547,torre testa salento,tenute rubino,,tinto,0.325,0.0812,1
2284632,render_nome,1,render,299549,torre testa susumaniello,tenute rubino,,tinto,0.4062,0.0812,1
2284632,render_nome,2,render,594010,torre testa rose,tenute rubino,,rose,0.325,0.0812,1
2284632,render_nome,3,render,1085374,brindisi rosso,tenute rubino,,tinto,0.325,0.0812,1
2284632,render_produtor,1,render,319823,macchione rosso toscano,la torre,,tinto,0.3125,0.0,1
2284632,render_produtor,2,render,419060,i lastricheti rosso toscano,la torre,,tinto,0.3125,0.0,1
2284632,render_produtor,3,render,478786,curtefranca rosso,la torre,,tinto,0.3125,0.0,1
2284632,import_produtor,1,import,4784308,Pari del Gatto Rosso,Torre a Cenaia,,Tinto,0.3125,0.0812,1
2284632,import_produtor,2,import,2480988,Doncecè,La Torre di Ranza,,Tinto,0.2313,0.0812,1
2284632,import_produtor,3,import,4793281,Merlot,Torre Scura,,Tinto,0.2313,0.0812,1
2122125,render_nome_produtor,1,render,32601,balau,ettore germano,,tinto,0.0,0.0,1
2122125,render_nome_produtor,2,render,39966,barolo,gemma,,tinto,0.0,0.0,1
2122125,render_nome_produtor,3,render,45420,bandol rouge,gros nore,,tinto,0.0,0.0,1
2122125,render_nome,1,render,17300,bandol,tardieulaurent,,tinto,0.0,0.0,1
2122125,render_nome,2,render,17413,bandol,chateau de pibarnon,,tinto,0.0,0.0,1
2122125,render_nome,3,render,20758,bambino grande,fratelli perata,,tinto,0.0,0.0,1
2122125,render_produtor,1,render,14394,frici rose,gere,,espumante,0.0,0.0,1
2122125,render_produtor,2,render,14395,syrah,gere,,tinto,0.0,0.0,1
2122125,render_produtor,3,render,14397,kekfrankos prestige,gere,,tinto,0.0,0.0,1
2685334,render_nome_produtor,1,render,1437476,sangria raspberry hibiscus,bass note,,Sobremesa,0.2167,0.1084,1
2685334,render_nome_produtor,2,render,32108,roaming bear raspberry,ten bears winery,,Sobremesa,0.1083,0.1084,1
2685334,render_nome_produtor,3,render,61506,raspberry rosso,bear creek,,Sobremesa,0.1083,0.1084,1
2685334,render_nome,1,render,1437476,sangria raspberry hibiscus,bass note,,Sobremesa,0.2167,0.1084,1
2685334,render_nome,2,render,27490,black raspberry merlot,kuhnhenn brewing company,,Sobremesa,0.1083,0.1084,1
2685334,render_nome,3,render,32108,roaming bear raspberry,ten bears winery,,Sobremesa,0.1083,0.1084,1
2685334,render_produtor,1,render,89068,riesling spatlese trocken,schnitzius,,branco,0.0,0.0,1
2685334,render_produtor,2,render,111556,saint laurent trocken,schmitt,,tinto,0.0,0.0,1
2685334,render_produtor,3,render,207873,bernkasteler kurfurstlay dornfelder,schnitzius,,tinto,0.0,0.0,1
2685334,import_nome,1,import,12655319,Raspberry Merlot,Royal Wine Cellar,,Sobremesa,0.1083,0.1083,1
2540134,render_nome_produtor,1,render,1961,aula bobal rosado de lagrima,covinas,,rose,0.2167,0.0,1
2540134,render_nome_produtor,2,render,17458,rosado de lagrima,orvalaiz,,rose,0.2167,0.0,1
2540134,render_nome_produtor,3,render,25931,rosado de lagrima,bodegas nekeas,,rose,0.2167,0.0,1
2540134,render_nome,1,render,1961,aula bobal rosado de lagrima,covinas,,rose,0.2167,0.0,1
2540134,render_nome,2,render,17458,rosado de lagrima,orvalaiz,,rose,0.2167,0.0,1
2540134,render_nome,3,render,25931,rosado de lagrima,bodegas nekeas,,rose,0.2167,0.0,1
2540134,render_produtor,1,render,906917,tempranillo rosado,sotanillo,,rose,0.1083,0.0,1
2540134,render_produtor,2,render,1134693,rosado,cancianillo,,rose,0.1083,0.0,1
2540134,render_produtor,3,render,1159579,rosado,sotanillo,,espumante,0.1083,0.0,1
2143355,render_nome_produtor,1,render,1982,pauillac premier grand cru classe,chateau lafite rothschild,1990,tinto,0.2167,0.0,1
2143355,render_nome_produtor,2,render,5640,saintemilion grand cru premier grand cru classe,chateau angelus,2012,tinto,0.2167,0.0,1
2143355,render_nome_produtor,3,render,7934,saintemilion grand cru premier grand cru classe,la mondotte,,tinto,0.2167,0.0,1
2143355,render_nome,1,render,1982,pauillac premier grand cru classe,chateau lafite rothschild,1990,tinto,0.2167,0.0,1
2143355,render_nome,2,render,5640,saintemilion grand cru premier grand cru classe,chateau angelus,2012,tinto,0.2167,0.0,1
2143355,render_nome,3,render,7934,saintemilion grand cru premier grand cru classe,la mondotte,,tinto,0.2167,0.0,1
2143355,render_produtor,1,render,4290,cabernet sauvignon,glenora,,tinto,0.0,0.0,1
2143355,render_produtor,2,render,4291,merlot,glenora,,tinto,0.0,0.0,1
2143355,render_produtor,3,render,4293,alpine white,glenora,,branco,0.0,0.0,1
1917530,render_nome_produtor,1,render,10380,estate grown shiraz viognier,de bortoli,,tinto,0.4875,0.0,1
1917530,render_nome_produtor,2,render,250836,estate grown shiraz viognier,the lane vineyard,,tinto,0.4875,0.0,1
1917530,render_nome_produtor,3,render,471528,estate grown viognier,falkner winery,,branco,0.4875,0.0,1
1917530,render_nome,1,render,10380,estate grown shiraz viognier,de bortoli,,tinto,0.4875,0.0,1
1917530,render_nome,2,render,250836,estate grown shiraz viognier,the lane vineyard,,tinto,0.4875,0.0,1
1917530,render_nome,3,render,471528,estate grown viognier,falkner winery,,branco,0.4875,0.0,1
1917530,import_nome,1,import,1226285,Viognier,Christine Andrew,,Branco,0.1625,0.0,1
1917530,import_nome,2,import,1780595,Viognier,Lambert Bridge,,Branco,0.1625,0.0,1
1917530,import_nome,3,import,2011544,Chardonnay - Viognier,Bodega Monte Real,,Branco,0.1625,0.0,1
2545636,render_nome_produtor,1,render,100184,apehu areni,vedi alco,,tinto,0.375,0.0,1
2545636,render_nome_produtor,2,render,169572,areni selective,vedi alco,,tinto,0.375,0.0,1
2545636,render_nome_produtor,3,render,216620,areni gold dry,vedi alco,,tinto,0.375,0.0,1
2545636,render_nome,1,render,13109,alcamo,tenuta rapitala,,branco,0.0,0.0,1
2545636,render_nome,2,render,15049,alcamo,cusumano,,branco,0.0,0.0,1
2545636,render_nome,3,render,15105,malcorino aleatico,cantina cardeto,,tinto,0.0,0.0,1
2545636,render_produtor,1,render,100184,apehu areni,vedi alco,,tinto,0.375,0.0,1
2545636,render_produtor,2,render,169572,areni selective,vedi alco,,tinto,0.375,0.0,1
2545636,render_produtor,3,render,216620,areni gold dry,vedi alco,,tinto,0.375,0.0,1
2545636,import_nome_produtor,1,import,10623580,Bruno di Falcole Chianti Classico,Meriggio Alle Falcole,,Tinto,0.0,0.0,1
2545636,import_nome,1,import,1909310,Arcoducale Sagrantino di Montefalco,Gruppo Vini Selezionati,,Tinto,0.0,0.0,1
2545636,import_nome,2,import,5122936,Vosne-Romanée Malconsorts 1er Cru,Grivelet Père & Fils,,Tinto,0.0,0.0,1
2545636,import_nome,3,import,7304852,Chardonnay Alcohol Free,Bon Voyage,,Espumante,0.0,0.0,1
