render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
2187244,render_nome_produtor,1,render,122765,swartskaap,hpf1855 hermanuspietersfontein,,tinto,0.325,0.325,2
2187244,render_nome_produtor,2,render,16008,pinotage,swartland winery,,tinto,0.0,0.325,2
2187244,render_nome_produtor,3,render,16012,shiraz,swartland winery,,tinto,0.0,0.325,2
2187244,render_nome,1,render,122765,swartskaap,hpf1855 hermanuspietersfontein,,tinto,0.325,0.325,2
2187244,render_nome,2,render,72919,wes kaap,africa klassiek,,tinto,0.0,0.325,2
2187244,render_nome,3,render,105285,kloof street swartland rouge,mullineux,,tinto,0.0,0.325,2
2187244,render_produtor,1,render,15994,indalo chenin blanc,swartland winery,,branco,0.0,0.0,2
2187244,render_produtor,2,render,15995,indalo cabernet sauvignon,swartland winery,,tinto,0.0,0.0,2
2187244,render_produtor,3,render,16003,eagle crest reserve shiraz cabernet sauvignon,swartland winery,,tinto,0.0,0.0,2
2523650,render_nome_produtor,1,render,59960,hvidvin kologisk riesling,meyers,,branco,0.1625,0.0,2
2523650,render_nome_produtor,2,render,75073,kologisk rdvin,lgismose,,tinto,0.1625,0.0,2
2523650,render_nome_produtor,3,render,440748,kologisk hvidvin,lgismose,,branco,0.1625,0.0,2
2523650,render_nome,1,render,59960,hvidvin kologisk riesling,meyers,,branco,0.1625,0.0,2
2523650,render_nome,2,render,75073,kologisk rdvin,lgismose,,tinto,0.1625,0.0,2
2523650,render_nome,3,render,440748,kologisk hvidvin,lgismose,,branco,0.1625,0.0,2
2523650,render_produtor,1,render,139565,classic modry portugal,kolby,,tinto,0.0,0.0,2
2523650,render_produtor,2,render,183412,odessa black,kolonist,,tinto,0.0,0.0,2
2523650,render_produtor,3,render,191226,cabernet high scale,kolonist,,tinto,0.0,0.0,2
2190958,render_nome_produtor,1,render,25178,husar,de tarczal,,tinto,0.0,0.0,2
2190958,render_nome_produtor,2,render,34309,rose,huia,,rose,0.0,0.0,2
2190958,render_nome_produtor,3,render,68639,shiraz,huma,,tinto,0.0,0.0,2
2190958,render_nome,1,render,16312,hutberg,anton schofmann,,tinto,0.0,0.0,2
2190958,render_nome,2,render,21236,huzzah valley sweet rose,peaceful bend vineyard,,rose,0.0,0.0,2
2190958,render_nome,3,render,25178,husar,de tarczal,,tinto,0.0,0.0,2
2190958,render_produtor,1,render,58063,cabernet sauvignon,hunt,,tinto,0.0,0.0,2
2190958,render_produtor,2,render,80676,sauvignon blanc,huru,,branco,0.0,0.0,2
2190958,render_produtor,3,render,81391,sonoma county cabernet sauvignon,huge bear,,tinto,0.0,0.0,2
2086620,render_nome_produtor,1,render,53023,prosecco,caldirola,,espumante,0.0,0.0,2
2086620,render_nome_produtor,2,render,108294,entis,provolo,,tinto,0.0,0.0,2
2086620,render_nome_produtor,3,render,123047,1906 regatta red,prospect,,tinto,0.0,0.0,2
2086620,render_nome,1,render,111678,prosecco cuvee regal,zonin,,espumante,0.0,0.0,2
2086620,render_nome,2,render,160751,pros,ronco margherita,,espumante,0.0,0.0,2
2086620,render_nome,3,render,161425,prologue,christian ducroux,,tinto,0.0,0.0,2
2086620,render_produtor,1,render,31940,esporao reserva tinto,esporao,2023,tinto,0.0,0.0,2
2086620,render_produtor,2,render,31941,esporao private selection branco,esporao,2022,branco,0.0,0.0,2
2086620,render_produtor,3,render,31942,vinha da defesa rose,esporao,,rose,0.0,0.0,2
2058644,render_nome_produtor,1,render,542745,reserva,eguiluz,,tinto,0.475,0.15,2
2058644,render_nome_produtor,2,render,11776,rioja reserva,altanza,,tinto,0.325,0.15,2
2058644,render_nome_produtor,3,render,15983,reserva,rioja vega,,tinto,0.325,0.15,2
2058644,render_nome,1,render,1783,rioja reserva,marques de vitoria,,tinto,0.325,0.0,2
2058644,render_nome,2,render,11484,rioja reserva,baron de ley,,tinto,0.325,0.0,2
2058644,render_nome,3,render,11776,rioja reserva,altanza,,tinto,0.325,0.0,2
2058644,render_produtor,1,render,542745,reserva,eguiluz,,tinto,0.475,0.1625,2
